  Frequency            , I(Rload)             
  4.008667176272e+02  ,2.119702993609e-05  
  4.017908108489e+02  ,2.119707593020e-05  
  4.027170343254e+02  ,2.119712213868e-05  
  4.036453929675e+02  ,2.119716855876e-05  
  4.045758916974e+02  ,2.119721519293e-05  
  4.055085354483e+02  ,2.119726204192e-05  
  4.064433291652e+02  ,2.119730910825e-05  
  4.073802778041e+02  ,2.119735639089e-05  
  4.083193863326e+02  ,2.119740389237e-05  
  4.092606597300e+02  ,2.119745161167e-05  
  4.102041029865e+02  ,2.119749955310e-05  
  4.111497211045e+02  ,2.119754771385e-05  
  4.120975190973e+02  ,2.119759609827e-05  
  4.130475019901e+02  ,2.119764470533e-05  
  4.139996748197e+02  ,2.119769353581e-05  
  4.149540426343e+02  ,2.119774259226e-05  
  4.159106104940e+02  ,2.119779187549e-05  
  4.168693834703e+02  ,2.119784138626e-05  
  4.178303666466e+02  ,2.119789112356e-05  
  4.187935651179e+02  ,2.119794109179e-05  
  4.197589839909e+02  ,2.119799129176e-05  
  4.207266283844e+02  ,2.119804172062e-05  
  4.216965034285e+02  ,2.119809238464e-05  
  4.226686142655e+02  ,2.119814328098e-05  
  4.236429660495e+02  ,2.119819441226e-05  
  4.246195639463e+02  ,2.119824577932e-05  
  4.255984131337e+02  ,2.119829738294e-05  
  4.265795188015e+02  ,2.119834922582e-05  
  4.275628861515e+02  ,2.119840130691e-05  
  4.285485203974e+02  ,2.119845362890e-05  
  4.295364267648e+02  ,2.119850619262e-05  
  4.305266104916e+02  ,2.119855899705e-05  
  4.315190768277e+02  ,2.119861204674e-05  
  4.325138310349e+02  ,2.119866534069e-05  
  4.335108783875e+02  ,2.119871887972e-05  
  4.345102241715e+02  ,2.119877266657e-05  
  4.355118736855e+02  ,2.119882670211e-05  
  4.365158322401e+02  ,2.119888098528e-05  
  4.375221051582e+02  ,2.119893552075e-05  
  4.385306977749e+02  ,2.119899030748e-05  
  4.395416154378e+02  ,2.119904534635e-05  
  4.405548635065e+02  ,2.119910063822e-05  
  4.415704473532e+02  ,2.119915618588e-05  
  4.425883723626e+02  ,2.119921199022e-05  
  4.436086439314e+02  ,2.119926805211e-05  
  4.446312674690e+02  ,2.119932437247e-05  
  4.456562483974e+02  ,2.119938095216e-05  
  4.466835921509e+02  ,2.119943779404e-05  
  4.477133041763e+02  ,2.119949489706e-05  
  4.487453899331e+02  ,2.119955226407e-05  
  4.497798548932e+02  ,2.119960989403e-05  
  4.508167045414e+02  ,2.119966779177e-05  
  4.518559443749e+02  ,2.119972595623e-05  
  4.528975799036e+02  ,2.119978438836e-05  
  4.539416166501e+02  ,2.119984309104e-05  
  4.549880601500e+02  ,2.119990206323e-05  
  4.560369159512e+02  ,2.119996130784e-05  
  4.570881896148e+02  ,2.120002082779e-05  
  4.581418867145e+02  ,2.120008062007e-05  
  4.591980128368e+02  ,2.120014068761e-05  
  4.602565735813e+02  ,2.120020103334e-05  
  4.613175745603e+02  ,2.120026165823e-05  
  4.623810213992e+02  ,2.120032256124e-05  
  4.634469197362e+02  ,2.120038374736e-05  
  4.645152752227e+02  ,2.120044521353e-05  
  4.655860935229e+02  ,2.120050696273e-05  
  4.666593803142e+02  ,2.120056900000e-05  
  4.677351412871e+02  ,2.120063132023e-05  
  4.688133821452e+02  ,2.120069392848e-05  
  4.698941086051e+02  ,2.120075682778e-05  
  4.709773263969e+02  ,2.120082001505e-05  
  4.720630412635e+02  ,2.120088349332e-05  
  4.731512589614e+02  ,2.120094726566e-05  
  4.742419852602e+02  ,2.120101133309e-05  
  4.753352259427e+02  ,2.120107569455e-05  
  4.764309868053e+02  ,2.120114035314e-05  
  4.775292736576e+02  ,2.120120530988e-05  
  4.786300923226e+02  ,2.120127056787e-05  
  4.797334486366e+02  ,2.120133612399e-05  
  4.808393484497e+02  ,2.120140198553e-05  
  4.819477976251e+02  ,2.120146814727e-05  
  4.830588020397e+02  ,2.120153461654e-05  
  4.841723675840e+02  ,2.120160139229e-05  
  4.852885001621e+02  ,2.120166847559e-05  
  4.864072056914e+02  ,2.120173586961e-05  
  4.875284901033e+02  ,2.120180357330e-05  
  4.886523593428e+02  ,2.120187158986e-05  
  4.897788193684e+02  ,2.120193992036e-05  
  4.909078761525e+02  ,2.120200856376e-05  
  4.920395356814e+02  ,2.120207752541e-05  
  4.931738039549e+02  ,2.120214680640e-05  
  4.943106869868e+02  ,2.120221640570e-05  
  4.954501908047e+02  ,2.120228632656e-05  
  4.965923214503e+02  ,2.120235656793e-05  
  4.977370849789e+02  ,2.120242713523e-05  
  4.988844874599e+02  ,2.120249802742e-05  
  5.000345349769e+02  ,2.120256924781e-05  
  5.011872336272e+02  ,2.120264079534e-05  
  5.023425895223e+02  ,2.120271267332e-05  
  5.035006087878e+02  ,2.120278488291e-05  
  5.046612975635e+02  ,2.120285742523e-05  
  5.058246620030e+02  ,2.120293030144e-05  
  5.069907082746e+02  ,2.120300351489e-05  
  5.081594425605e+02  ,2.120307706454e-05  
  5.093308710571e+02  ,2.120315095597e-05  
  5.105049999753e+02  ,2.120322518594e-05  
  5.116818355402e+02  ,2.120329976004e-05  
  5.128613839913e+02  ,2.120337467725e-05  
  5.140436515824e+02  ,2.120344993874e-05  
  5.152286445817e+02  ,2.120352555018e-05  
  5.164163692720e+02  ,2.120360150830e-05  
  5.176068319505e+02  ,2.120367781653e-05  
  5.188000389289e+02  ,2.120375629589e-05  
  5.199959965334e+02  ,2.120383331023e-05  
  5.211947111050e+02  ,2.120391067833e-05  
  5.223961889990e+02  ,2.120398840593e-05  
  5.236004365857e+02  ,2.120406648974e-05  
  5.248074602497e+02  ,2.120414493554e-05  
  5.260172663906e+02  ,2.120422374231e-05  
  5.272298614227e+02  ,2.120430291356e-05  
  5.284452517751e+02  ,2.120438244827e-05  
  5.296634438916e+02  ,2.120446234999e-05  
  5.308844442309e+02  ,2.120454262230e-05  
  5.321082592667e+02  ,2.120462326184e-05  
  5.333348954875e+02  ,2.120470427452e-05  
  5.345643593969e+02  ,2.120478566162e-05  
  5.357966575133e+02  ,2.120486742444e-05  
  5.370317963702e+02  ,2.120494956195e-05  
  5.382697825162e+02  ,2.120503208010e-05  
  5.395106225150e+02  ,2.120511497787e-05  
  5.407543229455e+02  ,2.120519825892e-05  
  5.420008904015e+02  ,2.120528192457e-05  
  5.432503314924e+02  ,2.120536597378e-05  
  5.445026528423e+02  ,2.120545041262e-05  
  5.457578610912e+02  ,2.120553524005e-05  
  5.470159628939e+02  ,2.120562045979e-05  
  5.482769649208e+02  ,2.120570607081e-05  
  5.495408738575e+02  ,2.120579207924e-05  
  5.508076964053e+02  ,2.120587848167e-05  
  5.520774392807e+02  ,2.120596528424e-05  
  5.533501092157e+02  ,2.120605248593e-05  
  5.546257129578e+02  ,2.120614009054e-05  
  5.559042572703e+02  ,2.120622809703e-05  
  5.571857489318e+02  ,2.120631651162e-05  
  5.584701947367e+02  ,2.120640533331e-05  
  5.597576014950e+02  ,2.120649456592e-05  
  5.610479760324e+02  ,2.120658420845e-05  
  5.623413251903e+02  ,2.120667426474e-05  
  5.636376558259e+02  ,2.120676473623e-05  
  5.649369748122e+02  ,2.120685562433e-05  
  5.662392890382e+02  ,2.120694693296e-05  
  5.675446054085e+02  ,2.120703866109e-05  
  5.688529308438e+02  ,2.120713081264e-05  
  5.701642722807e+02  ,2.120722338908e-05  
  5.714786366718e+02  ,2.120731639434e-05  
  5.727960309857e+02  ,2.120740982743e-05  
  5.741164622072e+02  ,2.120750368982e-05  
  5.754399373371e+02  ,2.120759798547e-05  
  5.767664633922e+02  ,2.120769271841e-05  
  5.780960474056e+02  ,2.120778788511e-05  
  5.794286964268e+02  ,2.120788349209e-05  
  5.807644175212e+02  ,2.120797954089e-05  
  5.821032177708e+02  ,2.120807603049e-05  
  5.834451042737e+02  ,2.120817296749e-05  
  5.847900841444e+02  ,2.120827034834e-05  
  5.861381645139e+02  ,2.120836818221e-05  
  5.874893525297e+02  ,2.120846646302e-05  
  5.888436553555e+02  ,2.120856520253e-05  
  5.902010801718e+02  ,2.120866439207e-05  
  5.915616341754e+02  ,2.120876404090e-05  
  5.929253245799e+02  ,2.120886414545e-05  
  5.942921586155e+02  ,2.120896471761e-05  
  5.956621435289e+02  ,2.120906574866e-05  
  5.970352865837e+02  ,2.120916725053e-05  
  5.984115950602e+02  ,2.120926921968e-05  
  5.997910762554e+02  ,2.120937165771e-05  
  6.011737374832e+02  ,2.120947456622e-05  
  6.025595860743e+02  ,2.120957794684e-05  
  6.039486293763e+02  ,2.120968181168e-05  
  6.053408747538e+02  ,2.120978615192e-05  
  6.067363295884e+02  ,2.120989096918e-05  
  6.081350012786e+02  ,2.120999627566e-05  
  6.095368972401e+02  ,2.121010206777e-05  
  6.109420249055e+02  ,2.121020834188e-05  
  6.123503917247e+02  ,2.121031511027e-05  
  6.137620051647e+02  ,2.121042236932e-05  
  6.151768727098e+02  ,2.121053012607e-05  
  6.165950018614e+02  ,2.121063837689e-05  
  6.180164001383e+02  ,2.121074712883e-05  
  6.194410750767e+02  ,2.121085637825e-05  
  6.208690342300e+02  ,2.121096613225e-05  
  6.223002851691e+02  ,2.121107639797e-05  
  6.237348354823e+02  ,2.121118716636e-05  
  6.251726927756e+02  ,2.121129844456e-05  
  6.266138646722e+02  ,2.121141023977e-05  
  6.280583588132e+02  ,2.121152254834e-05  
  6.295061828571e+02  ,2.121163719436e-05  
  6.309573444801e+02  ,2.121175054040e-05  
  6.324118513761e+02  ,2.121186441060e-05  
  6.338697112568e+02  ,2.121197880128e-05  
  6.353309318516e+02  ,2.121209372524e-05  
  6.367955209078e+02  ,2.121220917882e-05  
  6.382634861905e+02  ,2.121232516384e-05  
  6.397348354826e+02  ,2.121244168213e-05  
  6.412095765851e+02  ,2.121255873551e-05  
  6.426877173169e+02  ,2.121267633142e-05  
  6.441692655151e+02  ,2.121279447172e-05  
  6.456542290346e+02  ,2.121291315270e-05  
  6.471426157485e+02  ,2.121303238182e-05  
  6.486344335481e+02  ,2.121315216098e-05  
  6.501296903430e+02  ,2.121327249207e-05  
  6.516283940607e+02  ,2.121339337700e-05  
  6.531305526474e+02  ,2.121351482334e-05  
  6.546361740672e+02  ,2.121363682735e-05  
  6.561452663028e+02  ,2.121375939095e-05  
  6.576578373553e+02  ,2.121388252177e-05  
  6.591738952442e+02  ,2.121400622177e-05  
  6.606934480075e+02  ,2.121413048717e-05  
  6.622165037017e+02  ,2.121425533143e-05  
  6.637430704018e+02  ,2.121438075077e-05  
  6.652731562016e+02  ,2.121450674140e-05  
  6.668067692135e+02  ,2.121463332265e-05  
  6.683439175685e+02  ,2.121476047917e-05  
  6.698846094164e+02  ,2.121488822454e-05  
  6.714288529258e+02  ,2.121501656081e-05  
  6.729766562842e+02  ,2.121514548417e-05  
  6.745280276978e+02  ,2.121527500834e-05  
  6.760829753919e+02  ,2.121540512368e-05  
  6.776415076106e+02  ,2.121553583808e-05  
  6.792036326171e+02  ,2.121566715951e-05  
  6.807693586936e+02  ,2.121579908415e-05  
  6.823386941416e+02  ,2.121593162001e-05  
  6.839116472813e+02  ,2.121606476326e-05  
  6.854882264526e+02  ,2.121619852194e-05  
  6.870684400141e+02  ,2.121633289816e-05  
  6.886522963442e+02  ,2.121646788808e-05  
  6.902398038401e+02  ,2.121660350579e-05  
  6.918309709188e+02  ,2.121673974745e-05  
  6.934258060165e+02  ,2.121687661521e-05  
  6.950243175887e+02  ,2.121701411725e-05  
  6.966265141107e+02  ,2.121715224973e-05  
  6.982324040771e+02  ,2.121729102086e-05  
  6.998419960022e+02  ,2.121743043285e-05  
  7.014552984199e+02  ,2.121757048182e-05  
  7.030723198837e+02  ,2.121771118215e-05  
  7.046930689670e+02  ,2.121785253000e-05  
  7.063175542629e+02  ,2.121799452758e-05  
  7.079457843840e+02  ,2.121813717712e-05  
  7.095777679633e+02  ,2.121828048703e-05  
  7.112135136532e+02  ,2.121842445959e-05  
  7.128530301264e+02  ,2.121856909089e-05  
  7.144963260754e+02  ,2.121871439561e-05  
  7.161434102128e+02  ,2.121886036363e-05  
  7.177942912713e+02  ,2.121900700969e-05  
  7.194489780036e+02  ,2.121915432989e-05  
  7.211074791828e+02  ,2.121930232655e-05  
  7.227698036021e+02  ,2.121945282449e-05  
  7.244359600749e+02  ,2.121960218732e-05  
  7.261059574350e+02  ,2.121975223993e-05  
  7.277798045367e+02  ,2.121990298468e-05  
  7.294575102545e+02  ,2.122005442397e-05  
  7.311390834833e+02  ,2.122020656653e-05  
  7.328245331388e+02  ,2.122035940207e-05  
  7.345138681570e+02  ,2.122051294571e-05  
  7.362070974946e+02  ,2.122066719990e-05  
  7.379042301290e+02  ,2.122082216068e-05  
  7.396052750581e+02  ,2.122097783690e-05  
  7.413102413008e+02  ,2.122113423101e-05  
  7.430191378966e+02  ,2.122129134551e-05  
  7.447319739059e+02  ,2.122144918285e-05  
  7.464487584100e+02  ,2.122160774553e-05  
  7.481695005110e+02  ,2.122176704253e-05  
  7.498942093323e+02  ,2.122192707639e-05  
  7.516228940181e+02  ,2.122208784313e-05  
  7.533555637336e+02  ,2.122224935179e-05  
  7.550922276653e+02  ,2.122241160494e-05  
  7.568328950209e+02  ,2.122257460514e-05  
  7.585775750291e+02  ,2.122273835495e-05  
  7.603262769401e+02  ,2.122290286355e-05  
  7.620790100253e+02  ,2.122306812695e-05  
  7.638357835776e+02  ,2.122323415436e-05  
  7.655966069111e+02  ,2.122340094179e-05  
  7.673614893617e+02  ,2.122356850514e-05  
  7.691304402865e+02  ,2.122373683376e-05  
  7.709034690643e+02  ,2.122390594364e-05  
  7.726805850956e+02  ,2.122407583079e-05  
  7.744617978024e+02  ,2.122424649787e-05  
  7.762471166286e+02  ,2.122441795428e-05  
  7.780365510397e+02  ,2.122459019601e-05  
  7.798301105231e+02  ,2.122476323929e-05  
  7.816278045882e+02  ,2.122493707331e-05  
  7.834296427661e+02  ,2.122511171438e-05  
  7.852356346099e+02  ,2.122528715167e-05  
  7.870457896950e+02  ,2.122546340155e-05  
  7.888601176184e+02  ,2.122564046683e-05  
  7.906786279997e+02  ,2.122581834345e-05  
  7.925013304803e+02  ,2.122599704109e-05  
  7.943282347242e+02  ,2.122617656256e-05  
  7.961593504172e+02  ,2.122635691070e-05  
  7.979946872679e+02  ,2.122653808835e-05  
  7.998342550069e+02  ,2.122672010530e-05  
  8.016780633876e+02  ,2.122690295750e-05  
  8.035261221855e+02  ,2.122708665479e-05  
  8.053784411989e+02  ,2.122727300861e-05  
  8.072350302487e+02  ,2.122745839777e-05  
  8.090958991783e+02  ,2.122764464777e-05  
  8.109610578537e+02  ,2.122783174750e-05  
  8.128305161640e+02  ,2.122801971399e-05  
  8.147042840207e+02  ,2.122820855021e-05  
  8.165823713585e+02  ,2.122839824501e-05  
  8.184647881347e+02  ,2.122858882260e-05  
  8.203515443297e+02  ,2.122878027894e-05  
  8.222426499469e+02  ,2.122897260990e-05  
  8.241381150129e+02  ,2.122916583278e-05  
  8.260379495770e+02  ,2.122935994349e-05  
  8.279421637122e+02  ,2.122955495227e-05  
  8.298507675143e+02  ,2.122975085500e-05  
  8.317637711025e+02  ,2.122994766198e-05  
  8.336811846195e+02  ,2.123014536907e-05  
  8.356030182311e+02  ,2.123034399385e-05  
  8.375292821268e+02  ,2.123054353224e-05  
  8.394599865193e+02  ,2.123074399465e-05  
  8.413951416451e+02  ,2.123094536967e-05  
  8.433347577641e+02  ,2.123114768237e-05  
  8.452788451602e+02  ,2.123135092131e-05  
  8.472274141405e+02  ,2.123155509703e-05  
  8.491804750362e+02  ,2.123176021274e-05  
  8.511380382022e+02  ,2.123196627906e-05  
  8.531001140175e+02  ,2.123217329186e-05  
  8.550667128845e+02  ,2.123238125441e-05  
  8.570378452302e+02  ,2.123259017737e-05  
  8.590135215053e+02  ,2.123280005661e-05  
  8.609937521845e+02  ,2.123301091033e-05  
  8.629785477668e+02  ,2.123322273443e-05  
  8.649679187756e+02  ,2.123343553222e-05  
  8.669618757581e+02  ,2.123364930706e-05  
  8.689604292862e+02  ,2.123386406983e-05  
  8.709635899559e+02  ,2.123407982393e-05  
  8.729713683880e+02  ,2.123429657277e-05  
  8.749837752273e+02  ,2.123451431219e-05  
  8.770008211435e+02  ,2.123473306079e-05  
  8.790225168307e+02  ,2.123495281441e-05  
  8.810488730079e+02  ,2.123517539138e-05  
  8.830799004184e+02  ,2.123539718072e-05  
  8.851156098307e+02  ,2.123561997783e-05  
  8.871560120378e+02  ,2.123584380923e-05  
  8.892011178578e+02  ,2.123606867078e-05  
  8.912509381336e+02  ,2.123629456601e-05  
  8.933054837332e+02  ,2.123652150623e-05  
  8.953647655495e+02  ,2.123674948726e-05  
  8.974287945006e+02  ,2.123697852046e-05  
  8.994975815299e+02  ,2.123720860163e-05  
  9.015711376058e+02  ,2.123743975000e-05  
  9.036494737222e+02  ,2.123767196143e-05  
  9.057326008981e+02  ,2.123790523955e-05  
  9.078205301780e+02  ,2.123813959590e-05  
  9.099132726321e+02  ,2.123837502629e-05  
  9.120108393558e+02  ,2.123861154231e-05  
  9.141132414701e+02  ,2.123884914770e-05  
  9.162204901219e+02  ,2.123908784619e-05  
  9.183325964834e+02  ,2.123932764950e-05  
  9.204495717530e+02  ,2.123956855345e-05  
  9.225714271546e+02  ,2.123981056182e-05  
  9.246981739381e+02  ,2.124005368640e-05  
  9.268298233792e+02  ,2.124029793906e-05  
  9.289663867798e+02  ,2.124054330760e-05  
  9.311078754677e+02  ,2.124078980388e-05  
  9.332543007968e+02  ,2.124103743987e-05  
  9.354056741474e+02  ,2.124128621950e-05  
  9.375620069257e+02  ,2.124153613857e-05  
  9.397233105645e+02  ,2.124178720912e-05  
  9.418895965227e+02  ,2.124203943511e-05  
  9.440608762858e+02  ,2.124229282869e-05  
  9.462371613656e+02  ,2.124254737746e-05  
  9.484184633007e+02  ,2.124280311005e-05  
  9.506047936561e+02  ,2.124306182824e-05  
  9.527961640235e+02  ,2.124331991590e-05  
  9.549925860213e+02  ,2.124357918302e-05  
  9.571940712947e+02  ,2.124383965853e-05  
  9.594006315158e+02  ,2.124410132165e-05  
  9.616122783835e+02  ,2.124436419311e-05  
  9.638290236238e+02  ,2.124462827706e-05  
  9.660508789897e+02  ,2.124489357767e-05  
  9.682778562611e+02  ,2.124516009071e-05  
  9.705099672453e+02  ,2.124542783716e-05  
  9.727472237768e+02  ,2.124569682127e-05  
  9.749896377172e+02  ,2.124596703883e-05  
  9.772372209557e+02  ,2.124623849406e-05  
  9.794899854085e+02  ,2.124651120819e-05  
  9.817479430198e+02  ,2.124678516852e-05  
  9.840111057610e+02  ,2.124706039638e-05  
  9.862794856311e+02  ,2.124733688756e-05  
  9.885530946568e+02  ,2.124761465498e-05  
  9.908319448926e+02  ,2.124789370301e-05  
  9.931160484208e+02  ,2.124817402743e-05  
  9.954054173514e+02  ,2.124845564988e-05  
  9.977000638224e+02  ,2.124873855751e-05  
  9.999999999998e+02  ,2.124902278071e-05  
  1.002305238078e+03  ,2.124930829797e-05  
  1.004615790278e+03  ,2.124959513980e-05  
  1.006931668852e+03  ,2.124988330205e-05  
  1.009252886077e+03  ,2.125017278049e-05  
  1.011579454260e+03  ,2.125046360592e-05  
  1.013911385737e+03  ,2.125075757017e-05  
  1.016248692871e+03  ,2.125105106826e-05  
  1.018591388054e+03  ,2.125134591837e-05  
  1.020939483708e+03  ,2.125164212515e-05  
  1.023292992281e+03  ,2.125193970212e-05  
  1.025651926251e+03  ,2.125223863620e-05  
  1.028016298126e+03  ,2.125253895876e-05  
  1.030386120441e+03  ,2.125284065672e-05  
  1.032761405761e+03  ,2.125314373477e-05  
  1.035142166679e+03  ,2.125344821557e-05  
  1.037528415818e+03  ,2.125375410394e-05  
  1.039920165829e+03  ,2.125406138670e-05  
  1.042317429393e+03  ,2.125437009569e-05  
  1.044720219221e+03  ,2.125468021772e-05  
  1.047128548051e+03  ,2.125499176669e-05  
  1.049542428652e+03  ,2.125530474749e-05  
  1.051961873823e+03  ,2.125561917413e-05  
  1.054386896391e+03  ,2.125593504244e-05  
  1.056817509213e+03  ,2.125625236650e-05  
  1.059253725177e+03  ,2.125657115132e-05  
  1.061695557199e+03  ,2.125689140189e-05  
  1.064143018224e+03  ,2.125721312323e-05  
  1.066596121230e+03  ,2.125753632961e-05  
  1.069054879222e+03  ,2.125786101687e-05  
  1.071519305237e+03  ,2.125818719935e-05  
  1.073989412341e+03  ,2.125851488217e-05  
  1.076465213630e+03  ,2.125884589264e-05  
  1.078946722230e+03  ,2.125917660090e-05  
  1.081433951298e+03  ,2.125950882499e-05  
  1.083926914021e+03  ,2.125984257946e-05  
  1.086425623617e+03  ,2.126017786956e-05  
  1.088930093333e+03  ,2.126051471000e-05  
  1.091440336449e+03  ,2.126085308718e-05  
  1.093956366272e+03  ,2.126119302528e-05  
  1.096478196143e+03  ,2.126153452966e-05  
  1.099005839432e+03  ,2.126187760569e-05  
  1.101539309541e+03  ,2.126222225875e-05  
  1.104078619902e+03  ,2.126256849423e-05  
  1.106623783977e+03  ,2.126291632713e-05  
  1.109174815262e+03  ,2.126326575331e-05  
  1.111731727281e+03  ,2.126361678784e-05  
  1.114294533592e+03  ,2.126396943622e-05  
  1.116863247780e+03  ,2.126432371367e-05  
  1.119437883467e+03  ,2.126467961606e-05  
  1.122018454302e+03  ,2.126503714894e-05  
  1.124604973967e+03  ,2.126539633736e-05  
  1.127197456175e+03  ,2.126575716748e-05  
  1.129795914673e+03  ,2.126611966447e-05  
  1.132400363235e+03  ,2.126648563643e-05  
  1.135010815672e+03  ,2.126685147445e-05  
  1.137627285823e+03  ,2.126721899650e-05  
  1.140249787561e+03  ,2.126758819847e-05  
  1.142878334790e+03  ,2.126795910587e-05  
  1.145512941445e+03  ,2.126833171464e-05  
  1.148153621497e+03  ,2.126870604052e-05  
  1.150800388944e+03  ,2.126908208940e-05  
  1.153453257821e+03  ,2.126945986718e-05  
  1.156112242192e+03  ,2.126983937976e-05  
  1.158777356155e+03  ,2.127022063306e-05  
  1.161448613840e+03  ,2.127060364308e-05  
  1.164126029410e+03  ,2.127098841585e-05  
  1.166809617061e+03  ,2.127137494727e-05  
  1.169499391020e+03  ,2.127176326359e-05  
  1.172195365548e+03  ,2.127215337094e-05  
  1.174897554939e+03  ,2.127254526527e-05  
  1.177605973521e+03  ,2.127293895267e-05  
  1.180320635652e+03  ,2.127333445968e-05  
  1.183041555725e+03  ,2.127373179256e-05  
  1.185768748167e+03  ,2.127413093702e-05  
  1.188502227437e+03  ,2.127453375190e-05  
  1.191242008027e+03  ,2.127493657929e-05  
  1.193988104464e+03  ,2.127534125758e-05  
  1.196740531307e+03  ,2.127574779310e-05  
  1.199499303149e+03  ,2.127615621296e-05  
  1.202264434617e+03  ,2.127656650282e-05  
  1.205035940372e+03  ,2.127697866903e-05  
  1.207813835107e+03  ,2.127739273890e-05  
  1.210598133550e+03  ,2.127780869799e-05  
  1.213388850465e+03  ,2.127822659473e-05  
  1.216186000646e+03  ,2.127864639370e-05  
  1.218989598925e+03  ,2.127906812244e-05  
  1.221799660165e+03  ,2.127949178754e-05  
  1.224616199265e+03  ,2.127991741682e-05  
  1.227439231158e+03  ,2.128034499577e-05  
  1.230268770812e+03  ,2.128077453103e-05  
  1.233104833229e+03  ,2.128120605060e-05  
  1.235947433444e+03  ,2.128163953988e-05  
  1.238796586530e+03  ,2.128207683787e-05  
  1.241652307592e+03  ,2.128251432964e-05  
  1.244514611771e+03  ,2.128295383294e-05  
  1.247383514243e+03  ,2.128339533303e-05  
  1.250259030218e+03  ,2.128383887995e-05  
  1.253141174941e+03  ,2.128428448076e-05  
  1.256029963695e+03  ,2.128473209899e-05  
  1.258925411794e+03  ,2.128518180685e-05  
  1.261827534590e+03  ,2.128563354600e-05  
  1.264736347471e+03  ,2.128608738897e-05  
  1.267651865858e+03  ,2.128654329911e-05  
  1.270574105208e+03  ,2.128700130543e-05  
  1.273503081016e+03  ,2.128746143712e-05  
  1.276438808811e+03  ,2.128792365730e-05  
  1.279381304157e+03  ,2.128838801731e-05  
  1.282330582656e+03  ,2.128885450229e-05  
  1.285286659943e+03  ,2.128932311945e-05  
  1.288249551693e+03  ,2.128979570856e-05  
  1.291219273613e+03  ,2.129026865654e-05  
  1.294195841450e+03  ,2.129074378105e-05  
  1.297179270984e+03  ,2.129122106707e-05  
  1.300169578033e+03  ,2.129170056692e-05  
  1.303166778452e+03  ,2.129218226564e-05  
  1.306170888132e+03  ,2.129266617073e-05  
  1.309181922999e+03  ,2.129315228966e-05  
  1.312199899019e+03  ,2.129364065268e-05  
  1.315224832192e+03  ,2.129413124469e-05  
  1.318256738556e+03  ,2.129462411889e-05  
  1.321295634186e+03  ,2.129511923740e-05  
  1.324341535194e+03  ,2.129561663071e-05  
  1.327394457730e+03  ,2.129611630659e-05  
  1.330454417978e+03  ,2.129661827279e-05  
  1.333521432163e+03  ,2.129712256019e-05  
  1.336595516546e+03  ,2.129763096315e-05  
  1.339676687426e+03  ,2.129813987036e-05  
  1.342764961138e+03  ,2.129865112247e-05  
  1.345860354056e+03  ,2.129916472750e-05  
  1.348962882591e+03  ,2.129968069348e-05  
  1.352072563194e+03  ,2.130019902844e-05  
  1.355189412351e+03  ,2.130071974046e-05  
  1.358313446587e+03  ,2.130124283760e-05  
  1.361444682466e+03  ,2.130176835153e-05  
  1.364583136589e+03  ,2.130229626691e-05  
  1.367728825596e+03  ,2.130282659187e-05  
  1.370881766165e+03  ,2.130335938200e-05  
  1.374041975012e+03  ,2.130389459825e-05  
  1.377209468894e+03  ,2.130443227261e-05  
  1.380384264603e+03  ,2.130497241347e-05  
  1.383566378972e+03  ,2.130551683807e-05  
  1.386755828872e+03  ,2.130606196102e-05  
  1.389952631213e+03  ,2.130660957577e-05  
  1.393156802945e+03  ,2.130715971486e-05  
  1.396368361056e+03  ,2.130771236274e-05  
  1.399587322572e+03  ,2.130826755212e-05  
  1.402813704562e+03  ,2.130882529163e-05  
  1.406047524130e+03  ,2.130938558997e-05  
  1.409288798422e+03  ,2.130994848019e-05  
  1.412537544623e+03  ,2.131051392232e-05  
  1.415793779957e+03  ,2.131108197389e-05  
  1.419057521689e+03  ,2.131165261927e-05  
  1.422328787123e+03  ,2.131222589184e-05  
  1.425607593602e+03  ,2.131280180055e-05  
  1.428893958511e+03  ,2.131338216259e-05  
  1.432187899273e+03  ,2.131396337047e-05  
  1.435489433353e+03  ,2.131454724147e-05  
  1.438798578256e+03  ,2.131513378463e-05  
  1.442115351525e+03  ,2.131572303393e-05  
  1.445439770746e+03  ,2.131631497361e-05  
  1.448771853545e+03  ,2.131690961277e-05  
  1.452111617587e+03  ,2.131750701074e-05  
  1.455459080582e+03  ,2.131810712666e-05  
  1.458814260275e+03  ,2.131871002012e-05  
  1.462177174456e+03  ,2.131931565006e-05  
  1.465547840956e+03  ,2.131992407636e-05  
  1.468926277644e+03  ,2.132053530857e-05  
  1.472312502432e+03  ,2.132115113836e-05  
  1.475706533276e+03  ,2.132176795999e-05  
  1.479108388168e+03  ,2.132238761608e-05  
  1.482518085146e+03  ,2.132301014189e-05  
  1.485935642287e+03  ,2.132363549587e-05  
  1.489361077711e+03  ,2.132426371327e-05  
  1.492794409579e+03  ,2.132489482959e-05  
  1.496235656094e+03  ,2.132552882886e-05  
  1.499684835502e+03  ,2.132616574675e-05  
  1.503141966090e+03  ,2.132680559318e-05  
  1.506607066186e+03  ,2.132744835206e-05  
  1.510080154164e+03  ,2.132809405930e-05  
  1.513561248436e+03  ,2.132874272490e-05  
  1.517050367459e+03  ,2.132939619195e-05  
  1.520547529732e+03  ,2.133005083062e-05  
  1.524052753797e+03  ,2.133070845789e-05  
  1.527566058238e+03  ,2.133136911023e-05  
