  Frequency            , I(Rload)             
  1.393156802945e+01  ,2.118707128776e-05  
  1.396368361056e+01  ,2.118707134334e-05  
  1.399587322573e+01  ,2.118707139917e-05  
  1.402813704562e+01  ,2.118707145527e-05  
  1.406047524130e+01  ,2.118707151162e-05  
  1.409288798422e+01  ,2.118707156823e-05  
  1.412537544623e+01  ,2.118707162511e-05  
  1.415793779957e+01  ,2.118707168224e-05  
  1.419057521689e+01  ,2.118707173964e-05  
  1.422328787123e+01  ,2.118707179731e-05  
  1.425607593602e+01  ,2.118707185524e-05  
  1.428893958511e+01  ,2.118707191344e-05  
  1.432187899273e+01  ,2.118707197191e-05  
  1.435489433354e+01  ,2.118707203064e-05  
  1.438798578256e+01  ,2.118707208965e-05  
  1.442115351525e+01  ,2.118707214893e-05  
  1.445439770746e+01  ,2.118707220849e-05  
  1.448771853545e+01  ,2.118707226832e-05  
  1.452111617588e+01  ,2.118707232842e-05  
  1.455459080582e+01  ,2.118707238881e-05  
  1.458814260275e+01  ,2.118707244947e-05  
  1.462177174457e+01  ,2.118707251041e-05  
  1.465547840956e+01  ,2.118707257163e-05  
  1.468926277644e+01  ,2.118707263314e-05  
  1.472312502433e+01  ,2.118707269493e-05  
  1.475706533276e+01  ,2.118707275700e-05  
  1.479108388168e+01  ,2.118707281936e-05  
  1.482518085146e+01  ,2.118707288201e-05  
  1.485935642287e+01  ,2.118707294495e-05  
  1.489361077711e+01  ,2.118707300818e-05  
  1.492794409579e+01  ,2.118707307170e-05  
  1.496235656094e+01  ,2.118707313551e-05  
  1.499684835502e+01  ,2.118707319962e-05  
  1.503141966090e+01  ,2.118707326403e-05  
  1.506607066187e+01  ,2.118707332873e-05  
  1.510080154164e+01  ,2.118707339373e-05  
  1.513561248436e+01  ,2.118707345903e-05  
  1.517050367459e+01  ,2.118707352463e-05  
  1.520547529732e+01  ,2.118707359054e-05  
  1.524052753797e+01  ,2.118707365674e-05  
  1.527566058238e+01  ,2.118707372326e-05  
  1.531087461682e+01  ,2.118707379008e-05  
  1.534616982799e+01  ,2.118707385721e-05  
  1.538154640303e+01  ,2.118707392465e-05  
  1.541700452949e+01  ,2.118707399240e-05  
  1.545254439538e+01  ,2.118707406046e-05  
  1.548816618912e+01  ,2.118707412884e-05  
  1.552387009958e+01  ,2.118707419754e-05  
  1.555965631605e+01  ,2.118707426655e-05  
  1.559552502827e+01  ,2.118707433587e-05  
  1.563147642641e+01  ,2.118707440552e-05  
  1.566751070108e+01  ,2.118707447549e-05  
  1.570362804333e+01  ,2.118707454579e-05  
  1.573982864466e+01  ,2.118707461640e-05  
  1.577611269699e+01  ,2.118707468735e-05  
  1.581248039270e+01  ,2.118707475862e-05  
  1.584893192461e+01  ,2.118707483022e-05  
  1.588546748598e+01  ,2.118707490215e-05  
  1.592208727051e+01  ,2.118707497441e-05  
  1.595879147237e+01  ,2.118707504701e-05  
  1.599558028615e+01  ,2.118707511994e-05  
  1.603245390690e+01  ,2.118707519321e-05  
  1.606941253013e+01  ,2.118707526682e-05  
  1.610645635178e+01  ,2.118707534076e-05  
  1.614358556826e+01  ,2.118707541505e-05  
  1.618080037643e+01  ,2.118707548968e-05  
  1.621810097359e+01  ,2.118707556465e-05  
  1.625548755750e+01  ,2.118707563997e-05  
  1.629296032640e+01  ,2.118707571564e-05  
  1.633051947894e+01  ,2.118707579166e-05  
  1.636816521428e+01  ,2.118707586803e-05  
  1.640589773199e+01  ,2.118707594475e-05  
  1.644371723215e+01  ,2.118707602182e-05  
  1.648162391525e+01  ,2.118707609926e-05  
  1.651961798229e+01  ,2.118707617704e-05  
  1.655769963469e+01  ,2.118707625519e-05  
  1.659586907437e+01  ,2.118707633370e-05  
  1.663412650370e+01  ,2.118707641257e-05  
  1.667247212551e+01  ,2.118707649181e-05  
  1.671090614311e+01  ,2.118707657141e-05  
  1.674942876026e+01  ,2.118707665137e-05  
  1.678804018122e+01  ,2.118707673171e-05  
  1.682674061070e+01  ,2.118707681242e-05  
  1.686553025389e+01  ,2.118707689350e-05  
  1.690440931643e+01  ,2.118707697495e-05  
  1.694337800447e+01  ,2.118707705678e-05  
  1.698243652462e+01  ,2.118707713899e-05  
  1.702158508395e+01  ,2.118707722158e-05  
  1.706082389003e+01  ,2.118707730455e-05  
  1.710015315090e+01  ,2.118707738790e-05  
  1.713957307508e+01  ,2.118707747164e-05  
  1.717908387157e+01  ,2.118707755576e-05  
  1.721868574986e+01  ,2.118707764027e-05  
  1.725837891990e+01  ,2.118707772517e-05  
  1.729816359215e+01  ,2.118707781046e-05  
  1.733803997754e+01  ,2.118707789615e-05  
  1.737800828749e+01  ,2.118707798223e-05  
  1.741806873391e+01  ,2.118707806871e-05  
  1.745822152920e+01  ,2.118707815559e-05  
  1.749846688625e+01  ,2.118707824287e-05  
  1.753880501842e+01  ,2.118707833055e-05  
  1.757923613959e+01  ,2.118707841864e-05  
  1.761976046412e+01  ,2.118707850714e-05  
  1.766037820686e+01  ,2.118707859604e-05  
  1.770108958317e+01  ,2.118707868535e-05  
  1.774189480890e+01  ,2.118707877508e-05  
  1.778279410039e+01  ,2.118707886522e-05  
  1.782378767448e+01  ,2.118707895577e-05  
  1.786487574852e+01  ,2.118707904675e-05  
  1.790605854035e+01  ,2.118707913814e-05  
  1.794733626832e+01  ,2.118707922995e-05  
  1.798870915129e+01  ,2.118707932219e-05  
  1.803017740859e+01  ,2.118707941486e-05  
  1.807174126011e+01  ,2.118707950795e-05  
  1.811340092619e+01  ,2.118707960147e-05  
  1.815515662773e+01  ,2.118707969543e-05  
  1.819700858610e+01  ,2.118707978981e-05  
  1.823895702320e+01  ,2.118707988464e-05  
  1.828100216143e+01  ,2.118707997990e-05  
  1.832314422371e+01  ,2.118708007560e-05  
  1.836538343348e+01  ,2.118708017174e-05  
  1.840772001469e+01  ,2.118708026833e-05  
  1.845015419179e+01  ,2.118708036536e-05  
  1.849268618978e+01  ,2.118708046284e-05  
  1.853531623415e+01  ,2.118708056077e-05  
  1.857804455092e+01  ,2.118708065915e-05  
  1.862087136663e+01  ,2.118708075799e-05  
  1.866379690835e+01  ,2.118708085728e-05  
  1.870682140366e+01  ,2.118708095703e-05  
  1.874994508067e+01  ,2.118708105724e-05  
  1.879316816803e+01  ,2.118708115791e-05  
  1.883649089490e+01  ,2.118708125905e-05  
  1.887991349096e+01  ,2.118708136066e-05  
  1.892343618645e+01  ,2.118708146273e-05  
  1.896705921211e+01  ,2.118708156527e-05  
  1.901078279923e+01  ,2.118708166829e-05  
  1.905460717963e+01  ,2.118708177179e-05  
  1.909853258566e+01  ,2.118708187576e-05  
  1.914255925021e+01  ,2.118708198021e-05  
  1.918668740670e+01  ,2.118708208515e-05  
  1.923091728910e+01  ,2.118708219056e-05  
  1.927524913191e+01  ,2.118708229646e-05  
  1.931968317017e+01  ,2.118708240286e-05  
  1.936421963946e+01  ,2.118708250974e-05  
  1.940885877593e+01  ,2.118708261712e-05  
  1.945360081623e+01  ,2.118708272499e-05  
  1.949844599758e+01  ,2.118708283336e-05  
  1.954339455775e+01  ,2.118708294224e-05  
  1.958844673506e+01  ,2.118708305161e-05  
  1.963360276836e+01  ,2.118708316149e-05  
  1.967886289707e+01  ,2.118708327188e-05  
  1.972422736115e+01  ,2.118708338277e-05  
  1.976969640112e+01  ,2.118708349418e-05  
  1.981527025805e+01  ,2.118708360610e-05  
  1.986094917357e+01  ,2.118708371854e-05  
  1.990673338987e+01  ,2.118708383150e-05  
  1.995262314969e+01  ,2.118708394498e-05  
  1.999861869633e+01  ,2.118708405898e-05  
  2.004472027365e+01  ,2.118708417351e-05  
  2.009092812609e+01  ,2.118708428856e-05  
  2.013724249862e+01  ,2.118708440415e-05  
  2.018366363681e+01  ,2.118708452028e-05  
  2.023019178678e+01  ,2.118708463693e-05  
  2.027682719521e+01  ,2.118708475413e-05  
  2.032357010936e+01  ,2.118708487187e-05  
  2.037042077706e+01  ,2.118708499015e-05  
  2.041737944669e+01  ,2.118708510897e-05  
  2.046444636725e+01  ,2.118708522835e-05  
  2.051162178825e+01  ,2.118708534827e-05  
  2.055890595984e+01  ,2.118708546876e-05  
  2.060629913270e+01  ,2.118708558979e-05  
  2.065380155810e+01  ,2.118708571139e-05  
  2.070141348791e+01  ,2.118708583354e-05  
  2.074913517455e+01  ,2.118708595626e-05  
  2.079696687104e+01  ,2.118708607955e-05  
  2.084490883097e+01  ,2.118708620340e-05  
  2.089296130854e+01  ,2.118708632783e-05  
  2.094112455851e+01  ,2.118708645283e-05  
  2.098939883623e+01  ,2.118708657841e-05  
  2.103778439766e+01  ,2.118708670457e-05  
  2.108628149933e+01  ,2.118708683131e-05  
  2.113489039836e+01  ,2.118708695863e-05  
  2.118361135248e+01  ,2.118708708655e-05  
  2.123244462000e+01  ,2.118708721505e-05  
  2.128139045983e+01  ,2.118708734415e-05  
  2.133044913146e+01  ,2.118708747384e-05  
  2.137962089502e+01  ,2.118708760413e-05  
  2.142890601120e+01  ,2.118708773502e-05  
  2.147830474130e+01  ,2.118708786652e-05  
  2.152781734724e+01  ,2.118708799862e-05  
  2.157744409153e+01  ,2.118708813133e-05  
  2.162718523727e+01  ,2.118708826466e-05  
  2.167704104820e+01  ,2.118708839860e-05  
  2.172701178864e+01  ,2.118708853316e-05  
  2.177709772353e+01  ,2.118708866835e-05  
  2.182729911843e+01  ,2.118708880414e-05  
  2.187761623949e+01  ,2.118708894058e-05  
  2.192804935350e+01  ,2.118708907764e-05  
  2.197859872785e+01  ,2.118708921533e-05  
  2.202926463053e+01  ,2.118708935366e-05  
  2.208004733019e+01  ,2.118708949263e-05  
  2.213094709605e+01  ,2.118708963224e-05  
  2.218196419800e+01  ,2.118708977250e-05  
  2.223309890651e+01  ,2.118708991339e-05  
  2.228435149270e+01  ,2.118709005495e-05  
  2.233572222830e+01  ,2.118709019715e-05  
  2.238721138568e+01  ,2.118709034001e-05  
  2.243881923783e+01  ,2.118709048354e-05  
  2.249054605836e+01  ,2.118709062772e-05  
  2.254239212152e+01  ,2.118709077256e-05  
  2.259435770221e+01  ,2.118709091808e-05  
  2.264644307593e+01  ,2.118709106427e-05  
  2.269864851884e+01  ,2.118709121113e-05  
  2.275097430772e+01  ,2.118709135867e-05  
  2.280342072000e+01  ,2.118709150690e-05  
  2.285598803375e+01  ,2.118709165580e-05  
  2.290867652768e+01  ,2.118709180540e-05  
  2.296148648112e+01  ,2.118709195568e-05  
  2.301441817408e+01  ,2.118709210666e-05  
  2.306747188720e+01  ,2.118709225834e-05  
  2.312064790175e+01  ,2.118709241071e-05  
  2.317394649968e+01  ,2.118709256379e-05  
  2.322736796357e+01  ,2.118709271758e-05  
  2.328091257665e+01  ,2.118709287207e-05  
  2.333458062281e+01  ,2.118709302728e-05  
  2.338837238659e+01  ,2.118709318321e-05  
  2.344228815320e+01  ,2.118709333985e-05  
  2.349632820848e+01  ,2.118709349721e-05  
  2.355049283896e+01  ,2.118709365531e-05  
  2.360478233180e+01  ,2.118709381413e-05  
  2.365919697486e+01  ,2.118709397369e-05  
  2.371373705661e+01  ,2.118709413398e-05  
  2.376840286625e+01  ,2.118709429501e-05  
  2.382319469359e+01  ,2.118709445679e-05  
  2.387811282913e+01  ,2.118709461931e-05  
  2.393315756405e+01  ,2.118709478259e-05  
  2.398832919019e+01  ,2.118709494661e-05  
  2.404362800007e+01  ,2.118709511140e-05  
  2.409905428686e+01  ,2.118709527694e-05  
  2.415460834445e+01  ,2.118709544325e-05  
  2.421029046736e+01  ,2.118709561033e-05  
  2.426610095082e+01  ,2.118709577817e-05  
  2.432204009074e+01  ,2.118709594679e-05  
  2.437810818369e+01  ,2.118709611619e-05  
  2.443430552694e+01  ,2.118709628637e-05  
  2.449063241845e+01  ,2.118709645735e-05  
  2.454708915685e+01  ,2.118709662910e-05  
  2.460367604147e+01  ,2.118709680165e-05  
  2.466039337234e+01  ,2.118709697500e-05  
  2.471724145016e+01  ,2.118709714914e-05  
  2.477422057633e+01  ,2.118709732409e-05  
  2.483133105295e+01  ,2.118709749985e-05  
  2.488857318282e+01  ,2.118709767642e-05  
  2.494594726943e+01  ,2.118709785380e-05  
  2.500345361696e+01  ,2.118709803201e-05  
  2.506109253032e+01  ,2.118709821103e-05  
  2.511886431509e+01  ,2.118709839088e-05  
  2.517676927759e+01  ,2.118709857156e-05  
  2.523480772480e+01  ,2.118709875308e-05  
  2.529297996446e+01  ,2.118709893543e-05  
  2.535128630498e+01  ,2.118709911863e-05  
  2.540972705549e+01  ,2.118709930267e-05  
  2.546830252585e+01  ,2.118709948756e-05  
  2.552701302661e+01  ,2.118709967330e-05  
  2.558585886905e+01  ,2.118709985991e-05  
  2.564484036518e+01  ,2.118710004737e-05  
  2.570395782769e+01  ,2.118710023570e-05  
  2.576321157002e+01  ,2.118710042489e-05  
  2.582260190634e+01  ,2.118710061496e-05  
  2.588212915153e+01  ,2.118710080591e-05  
  2.594179362119e+01  ,2.118710099774e-05  
  2.600159563165e+01  ,2.118710119045e-05  
  2.606153549999e+01  ,2.118710138406e-05  
  2.612161354399e+01  ,2.118710157855e-05  
  2.618183008219e+01  ,2.118710177395e-05  
  2.624218543384e+01  ,2.118710197025e-05  
  2.630267991895e+01  ,2.118710216745e-05  
  2.636331385825e+01  ,2.118710236556e-05  
  2.642408757322e+01  ,2.118710256459e-05  
  2.648500138607e+01  ,2.118710276454e-05  
  2.654605561975e+01  ,2.118710296540e-05  
  2.660725059799e+01  ,2.118710316720e-05  
  2.666858664521e+01  ,2.118710336993e-05  
  2.673006408663e+01  ,2.118710357360e-05  
  2.679168324819e+01  ,2.118710377820e-05  
  2.685344445658e+01  ,2.118710398375e-05  
  2.691534803927e+01  ,2.118710419024e-05  
  2.697739432445e+01  ,2.118710439770e-05  
  2.703958364109e+01  ,2.118710460611e-05  
  2.710191631891e+01  ,2.118710481547e-05  
  2.716439268839e+01  ,2.118710502581e-05  
  2.722701308078e+01  ,2.118710523711e-05  
  2.728977782808e+01  ,2.118710544940e-05  
  2.735268726307e+01  ,2.118710566266e-05  
  2.741574171928e+01  ,2.118710587691e-05  
  2.747894153102e+01  ,2.118710609214e-05  
  2.754228703338e+01  ,2.118710630837e-05  
  2.760577856220e+01  ,2.118710652560e-05  
  2.766941645411e+01  ,2.118710674383e-05  
  2.773320104652e+01  ,2.118710696306e-05  
  2.779713267759e+01  ,2.118710718331e-05  
  2.786121168630e+01  ,2.118710740459e-05  
  2.792543841237e+01  ,2.118710762687e-05  
  2.798981319634e+01  ,2.118710785018e-05  
  2.805433637951e+01  ,2.118710807452e-05  
  2.811900830399e+01  ,2.118710829990e-05  
  2.818382931264e+01  ,2.118710852632e-05  
  2.824879974915e+01  ,2.118710875379e-05  
  2.831391995799e+01  ,2.118710898231e-05  
  2.837919028441e+01  ,2.118710921188e-05  
  2.844461107448e+01  ,2.118710944250e-05  
  2.851018267504e+01  ,2.118710967420e-05  
  2.857590543375e+01  ,2.118710990696e-05  
  2.864177969906e+01  ,2.118711014080e-05  
  2.870780582024e+01  ,2.118711037571e-05  
  2.877398414735e+01  ,2.118711061172e-05  
  2.884031503126e+01  ,2.118711084881e-05  
  2.890679882365e+01  ,2.118711108699e-05  
  2.897343587701e+01  ,2.118711132627e-05  
  2.904022654464e+01  ,2.118711156666e-05  
  2.910717118066e+01  ,2.118711180816e-05  
  2.917427014001e+01  ,2.118711205077e-05  
  2.924152377843e+01  ,2.118711229450e-05  
  2.930893245250e+01  ,2.118711253936e-05  
  2.937649651961e+01  ,2.118711278535e-05  
  2.944421633799e+01  ,2.118711303248e-05  
  2.951209226666e+01  ,2.118711328074e-05  
  2.958012466551e+01  ,2.118711353015e-05  
  2.964831389524e+01  ,2.118711378071e-05  
  2.971666031738e+01  ,2.118711403243e-05  
  2.978516429429e+01  ,2.118711428531e-05  
  2.985382618918e+01  ,2.118711453936e-05  
  2.992264636608e+01  ,2.118711479458e-05  
  2.999162518987e+01  ,2.118711505097e-05  
  3.006076302628e+01  ,2.118711530855e-05  
  3.013006024186e+01  ,2.118711556732e-05  
  3.019951720402e+01  ,2.118711582728e-05  
  3.026913428101e+01  ,2.118711608845e-05  
  3.033891184194e+01  ,2.118711635082e-05  
  3.040885025676e+01  ,2.118711661440e-05  
  3.047894989628e+01  ,2.118711687920e-05  
  3.054921113215e+01  ,2.118711714522e-05  
  3.061963433690e+01  ,2.118711741247e-05  
  3.069021988391e+01  ,2.118711768094e-05  
  3.076096814740e+01  ,2.118711795067e-05  
  3.083187950249e+01  ,2.118711822164e-05  
  3.090295432513e+01  ,2.118711849385e-05  
  3.097419299216e+01  ,2.118711876732e-05  
  3.104559588128e+01  ,2.118711904206e-05  
  3.111716337106e+01  ,2.118711931806e-05  
  3.118889584094e+01  ,2.118711959534e-05  
  3.126079367124e+01  ,2.118711987390e-05  
  3.133285724315e+01  ,2.118712015374e-05  
  3.140508693876e+01  ,2.118712043487e-05  
  3.147748314101e+01  ,2.118712071730e-05  
  3.155004623374e+01  ,2.118712100104e-05  
  3.162277660168e+01  ,2.118712128609e-05  
  3.169567463043e+01  ,2.118712157245e-05  
  3.176874070650e+01  ,2.118712186012e-05  
  3.184197521726e+01  ,2.118712214914e-05  
  3.191537855101e+01  ,2.118712243948e-05  
  3.198895109691e+01  ,2.118712273117e-05  
  3.206269324505e+01  ,2.118712302420e-05  
  3.213660538640e+01  ,2.118712331858e-05  
  3.221068791283e+01  ,2.118712361432e-05  
  3.228494121712e+01  ,2.118712391143e-05  
  3.235936569296e+01  ,2.118712420991e-05  
  3.243396173493e+01  ,2.118712450977e-05  
  3.250872973854e+01  ,2.118712481101e-05  
  3.258367010020e+01  ,2.118712511364e-05  
  3.265878321723e+01  ,2.118712541767e-05  
  3.273406948788e+01  ,2.118712572310e-05  
  3.280952931131e+01  ,2.118712602994e-05  
  3.288516308760e+01  ,2.118712633820e-05  
  3.296097121774e+01  ,2.118712664788e-05  
  3.303695410368e+01  ,2.118712695899e-05  
  3.311311214826e+01  ,2.118712727153e-05  
  3.318944575526e+01  ,2.118712758552e-05  
  3.326595532940e+01  ,2.118712790096e-05  
  3.334264127632e+01  ,2.118712821785e-05  
  3.341950400261e+01  ,2.118712853621e-05  
  3.349654391578e+01  ,2.118712885604e-05  
  3.357376142429e+01  ,2.118712917734e-05  
  3.365115693755e+01  ,2.118712950012e-05  
  3.372873086588e+01  ,2.118712982440e-05  
  3.380648362060e+01  ,2.118713015017e-05  
  3.388441561392e+01  ,2.118713047745e-05  
  3.396252725904e+01  ,2.118713080623e-05  
  3.404081897010e+01  ,2.118713113654e-05  
  3.411929116219e+01  ,2.118713146837e-05  
  3.419794425137e+01  ,2.118713180172e-05  
  3.427677865464e+01  ,2.118713213662e-05  
  3.435579478998e+01  ,2.118713247307e-05  
  3.443499307633e+01  ,2.118713281106e-05  
  3.451437393358e+01  ,2.118713315062e-05  
  3.459393778261e+01  ,2.118713349175e-05  
  3.467368504525e+01  ,2.118713383445e-05  
  3.475361614432e+01  ,2.118713417872e-05  
  3.483373150360e+01  ,2.118713452459e-05  
  3.491403154786e+01  ,2.118713487207e-05  
  3.499451670283e+01  ,2.118713522113e-05  
  3.507518739525e+01  ,2.118713557181e-05  
  3.515604405283e+01  ,2.118713592412e-05  
  3.523708710425e+01  ,2.118713627804e-05  
  3.531831697919e+01  ,2.118713663360e-05  
  3.539973410834e+01  ,2.118713699080e-05  
  3.548133892335e+01  ,2.118713734965e-05  
  3.556313185690e+01  ,2.118713771017e-05  
  3.564511334262e+01  ,2.118713807233e-05  
  3.572728381519e+01  ,2.118713843618e-05  
  3.580964371026e+01  ,2.118713880170e-05  
  3.589219346450e+01  ,2.118713916891e-05  
  3.597493351557e+01  ,2.118713953781e-05  
  3.605786430216e+01  ,2.118713990841e-05  
  3.614098626396e+01  ,2.118714028074e-05  
  3.622429984167e+01  ,2.118714065477e-05  
  3.630780547701e+01  ,2.118714103053e-05  
  3.639150361272e+01  ,2.118714140803e-05  
  3.647539469256e+01  ,2.118714178727e-05  
  3.655947916131e+01  ,2.118714216825e-05  
  3.664375746478e+01  ,2.118714255100e-05  
  3.672823004981e+01  ,2.118714293553e-05  
  3.681289736425e+01  ,2.118714332181e-05  
  3.689775985701e+01  ,2.118714370989e-05  
  3.698281797802e+01  ,2.118714409975e-05  
  3.706807217825e+01  ,2.118714449141e-05  
  3.715352290971e+01  ,2.118714488489e-05  
  3.723917062545e+01  ,2.118714528018e-05  
  3.732501577957e+01  ,2.118714567729e-05  
  3.741105882720e+01  ,2.118714607623e-05  
  3.749730022455e+01  ,2.118714647701e-05  
  3.758374042884e+01  ,2.118714687966e-05  
  3.767037989839e+01  ,2.118714728415e-05  
  3.775721909254e+01  ,2.118714769051e-05  
  3.784425847171e+01  ,2.118714809874e-05  
  3.793149849737e+01  ,2.118714850886e-05  
  3.801893963205e+01  ,2.118714892087e-05  
  3.810658233937e+01  ,2.118714933481e-05  
  3.819442708400e+01  ,2.118714975063e-05  
  3.828247433168e+01  ,2.118715016837e-05  
  3.837072454922e+01  ,2.118715058805e-05  
  3.845917820453e+01  ,2.118715100966e-05  
  3.854783576657e+01  ,2.118715143323e-05  
  3.863669770540e+01  ,2.118715185873e-05  
  3.872576449216e+01  ,2.118715228621e-05  
  3.881503659906e+01  ,2.118715271566e-05  
  3.890451449942e+01  ,2.118715314710e-05  
  3.899419866765e+01  ,2.118715358052e-05  
  3.908408957924e+01  ,2.118715401594e-05  
  3.917418771078e+01  ,2.118715445337e-05  
  3.926449353996e+01  ,2.118715489283e-05  
  3.935500754557e+01  ,2.118715533430e-05  
  3.944573020752e+01  ,2.118715577783e-05  
  3.953666200681e+01  ,2.118715622340e-05  
  3.962780342554e+01  ,2.118715667101e-05  
  3.971915494694e+01  ,2.118715712072e-05  
  3.981071705535e+01  ,2.118715757247e-05  
  3.990249023621e+01  ,2.118715802633e-05  
  3.999447497611e+01  ,2.118715848228e-05  
  4.008667176273e+01  ,2.118715894032e-05  
  4.017908108489e+01  ,2.118715940049e-05  
  4.027170343254e+01  ,2.118715986277e-05  
  4.036453929676e+01  ,2.118716032719e-05  
  4.045758916974e+01  ,2.118716079376e-05  
  4.055085354483e+01  ,2.118716126248e-05  
  4.064433291652e+01  ,2.118716173336e-05  
  4.073802778041e+01  ,2.118716220642e-05  
  4.083193863327e+01  ,2.118716268167e-05  
  4.092606597300e+01  ,2.118716315911e-05  
  4.102041029866e+01  ,2.118716363874e-05  
  4.111497211045e+01  ,2.118716412059e-05  
  4.120975190973e+01  ,2.118716460467e-05  
  4.130475019901e+01  ,2.118716509097e-05  
  4.139996748197e+01  ,2.118716557953e-05  
  4.149540426343e+01  ,2.118716607033e-05  
  4.159106104940e+01  ,2.118716656341e-05  
  4.168693834703e+01  ,2.118716705875e-05  
  4.178303666466e+01  ,2.118716755640e-05  
  4.187935651179e+01  ,2.118716805633e-05  
  4.197589839910e+01  ,2.118716855858e-05  
  4.207266283844e+01  ,2.118716906313e-05  
  4.216965034285e+01  ,2.118716957003e-05  
  4.226686142656e+01  ,2.118717007924e-05  
  4.236429660495e+01  ,2.118717059083e-05  
  4.246195639463e+01  ,2.118717110477e-05  
  4.255984131337e+01  ,2.118717162108e-05  
  4.265795188016e+01  ,2.118717213978e-05  
  4.275628861515e+01  ,2.118717266086e-05  
  4.285485203974e+01  ,2.118717318436e-05  
  4.295364267649e+01  ,2.118717371027e-05  
  4.305266104917e+01  ,2.118717423861e-05  
  4.315190768277e+01  ,2.118717476939e-05  
  4.325138310350e+01  ,2.118717530261e-05  
  4.335108783875e+01  ,2.118717583831e-05  
  4.345102241715e+01  ,2.118717637648e-05  
  4.355118736855e+01  ,2.118717691711e-05  
  4.365158322401e+01  ,2.118717746024e-05  
  4.375221051582e+01  ,2.118717800589e-05  
  4.385306977749e+01  ,2.118717855406e-05  
  4.395416154378e+01  ,2.118717910475e-05  
  4.405548635065e+01  ,2.118717965801e-05  
  4.415704473533e+01  ,2.118718021379e-05  
  4.425883723626e+01  ,2.118718077215e-05  
  4.436086439314e+01  ,2.118718133310e-05  
  4.446312674691e+01  ,2.118718189662e-05  
  4.456562483975e+01  ,2.118718246275e-05  
  4.466835921509e+01  ,2.118718303147e-05  
  4.477133041763e+01  ,2.118718360283e-05  
  4.487453899331e+01  ,2.118718417683e-05  
  4.497798548932e+01  ,2.118718475350e-05  
  4.508167045414e+01  ,2.118718533279e-05  
  4.518559443749e+01  ,2.118718591479e-05  
  4.528975799036e+01  ,2.118718649947e-05  
  4.539416166502e+01  ,2.118718708684e-05  
  4.549880601500e+01  ,2.118718767691e-05  
  4.560369159513e+01  ,2.118718826972e-05  
  4.570881896148e+01  ,2.118718886526e-05  
  4.581418867145e+01  ,2.118718946355e-05  
  4.591980128368e+01  ,2.118719006461e-05  
  4.602565735813e+01  ,2.118719066843e-05  
  4.613175745603e+01  ,2.118719127505e-05  
  4.623810213992e+01  ,2.118719188445e-05  
  4.634469197362e+01  ,2.118719249668e-05  
  4.645152752227e+01  ,2.118719311174e-05  
  4.655860935229e+01  ,2.118719372964e-05  
  4.666593803142e+01  ,2.118719435038e-05  
  4.677351412872e+01  ,2.118719497397e-05  
  4.688133821452e+01  ,2.118719560047e-05  
  4.698941086052e+01  ,2.118719622985e-05  
  4.709773263969e+01  ,2.118719686214e-05  
  4.720630412635e+01  ,2.118719749732e-05  
  4.731512589614e+01  ,2.118719813546e-05  
  4.742419852602e+01  ,2.118719877653e-05  
  4.753352259428e+01  ,2.118719942059e-05  
  4.764309868054e+01  ,2.118720006760e-05  
  4.775292736576e+01  ,2.118720071760e-05  
  4.786300923226e+01  ,2.118720137059e-05  
  4.797334486366e+01  ,2.118720202662e-05  
  4.808393484497e+01  ,2.118720268565e-05  
  4.819477976251e+01  ,2.118720334774e-05  
  4.830588020397e+01  ,2.118720401285e-05  
  4.841723675841e+01  ,2.118720468108e-05  
  4.852885001621e+01  ,2.118720535238e-05  
  4.864072056914e+01  ,2.118720602675e-05  
  4.875284901033e+01  ,2.118720670427e-05  
  4.886523593428e+01  ,2.118720738489e-05  
  4.897788193684e+01  ,2.118720806867e-05  
  4.909078761526e+01  ,2.118720875561e-05  
  4.920395356814e+01  ,2.118720944570e-05  
  4.931738039549e+01  ,2.118721013899e-05  
  4.943106869868e+01  ,2.118721083547e-05  
  4.954501908047e+01  ,2.118721153516e-05  
  4.965923214503e+01  ,2.118721223809e-05  
  4.977370849789e+01  ,2.118721294428e-05  
  4.988844874600e+01  ,2.118721365370e-05  
  5.000345349769e+01  ,2.118721436642e-05  
  5.011872336272e+01  ,2.118721508240e-05  
  5.023425895223e+01  ,2.118721580171e-05  
  5.035006087879e+01  ,2.118721652434e-05  
  5.046612975635e+01  ,2.118721725031e-05  
  5.058246620031e+01  ,2.118721797960e-05  
  5.069907082747e+01  ,2.118721871228e-05  
  5.081594425605e+01  ,2.118721944833e-05  
  5.093308710571e+01  ,2.118722018779e-05  
  5.105049999754e+01  ,2.118722093065e-05  
  5.116818355403e+01  ,2.118722167695e-05  
  5.128613839913e+01  ,2.118722242669e-05  
  5.140436515824e+01  ,2.118722317989e-05  
  5.152286445817e+01  ,2.118722393659e-05  
  5.164163692720e+01  ,2.118722469674e-05  
  5.176068319505e+01  ,2.118722546042e-05  
  5.188000389289e+01  ,2.118722622764e-05  
  5.199959965335e+01  ,2.118722699837e-05  
  5.211947111050e+01  ,2.118722777270e-05  
  5.223961889991e+01  ,2.118722855056e-05  
  5.236004365857e+01  ,2.118722933204e-05  
  5.248074602497e+01  ,2.118723011712e-05  
  5.260172663907e+01  ,2.118723090581e-05  
  5.272298614228e+01  ,2.118723169814e-05  
  5.284452517751e+01  ,2.118723249414e-05  
  5.296634438916e+01  ,2.118723329382e-05  
  5.308844442309e+01  ,2.118723409719e-05  
