  Frequency            , SQRT(S(NTOT(ONOISE)))
  4.036453929675e+02  ,6.049150131322e-08  
  4.045758916974e+02  ,6.056135779760e-08  
  4.055085354483e+02  ,6.063129455404e-08  
  4.064433291652e+02  ,6.070131167522e-08  
  4.073802778041e+02  ,6.077140925397e-08  
  4.083193863326e+02  ,6.084158738320e-08  
  4.092606597300e+02  ,6.091184615592e-08  
  4.102041029865e+02  ,6.098218566526e-08  
  4.111497211045e+02  ,6.105260600447e-08  
  4.120975190973e+02  ,6.112310726688e-08  
  4.130475019901e+02  ,6.119368954594e-08  
  4.139996748197e+02  ,6.126435293521e-08  
  4.149540426343e+02  ,6.133509752835e-08  
  4.159106104940e+02  ,6.140592341913e-08  
  4.168693834703e+02  ,6.147683070144e-08  
  4.178303666466e+02  ,6.154781946925e-08  
  4.187935651179e+02  ,6.161888981668e-08  
  4.197589839909e+02  ,6.169004183791e-08  
  4.207266283844e+02  ,6.176127562727e-08  
  4.216965034285e+02  ,6.183259127917e-08  
  4.226686142655e+02  ,6.190398888814e-08  
  4.236429660495e+02  ,6.197546854882e-08  
  4.246195639463e+02  ,6.204703035595e-08  
  4.255984131337e+02  ,6.211867440439e-08  
  4.265795188015e+02  ,6.219040078910e-08  
  4.275628861515e+02  ,6.226220960516e-08  
  4.285485203974e+02  ,6.233410094775e-08  
  4.295364267648e+02  ,6.240607491216e-08  
  4.305266104916e+02  ,6.247813159379e-08  
  4.315190768277e+02  ,6.255027108815e-08  
  4.325138310349e+02  ,6.262249349086e-08  
  4.335108783875e+02  ,6.269479889766e-08  
  4.345102241715e+02  ,6.276718740438e-08  
  4.355118736855e+02  ,6.283965910698e-08  
  4.365158322401e+02  ,6.291221410151e-08  
  4.375221051582e+02  ,6.298485248415e-08  
  4.385306977749e+02  ,6.305757435118e-08  
  4.395416154378e+02  ,6.313037979898e-08  
  4.405548635065e+02  ,6.320326892408e-08  
  4.415704473532e+02  ,6.327624182307e-08  
  4.425883723626e+02  ,6.334929859269e-08  
  4.436086439314e+02  ,6.342243932976e-08  
  4.446312674690e+02  ,6.349566413125e-08  
  4.456562483974e+02  ,6.356897309420e-08  
  4.466835921509e+02  ,6.364236631578e-08  
  4.477133041763e+02  ,6.371584389329e-08  
  4.487453899331e+02  ,6.378940592412e-08  
  4.497798548932e+02  ,6.386305250576e-08  
  4.508167045414e+02  ,6.393678373584e-08  
  4.518559443749e+02  ,6.401059971209e-08  
  4.528975799036e+02  ,6.408450053235e-08  
  4.539416166501e+02  ,6.415848629458e-08  
  4.549880601500e+02  ,6.423255709684e-08  
  4.560369159512e+02  ,6.430671303732e-08  
  4.570881896148e+02  ,6.438095421431e-08  
  4.581418867145e+02  ,6.445528072621e-08  
  4.591980128368e+02  ,6.452969267154e-08  
  4.602565735813e+02  ,6.460419014894e-08  
  4.613175745603e+02  ,6.467877325715e-08  
  4.623810213992e+02  ,6.475344209503e-08  
  4.634469197362e+02  ,6.482819676155e-08  
  4.645152752227e+02  ,6.490303735581e-08  
  4.655860935229e+02  ,6.497796397700e-08  
  4.666593803142e+02  ,6.505297672444e-08  
  4.677351412871e+02  ,6.512807569755e-08  
  4.688133821452e+02  ,6.520326099588e-08  
  4.698941086051e+02  ,6.527853271908e-08  
  4.709773263969e+02  ,6.535389096694e-08  
  4.720630412635e+02  ,6.542933583933e-08  
  4.731512589614e+02  ,6.550486743625e-08  
  4.742419852602e+02  ,6.558048585783e-08  
  4.753352259427e+02  ,6.565619120430e-08  
  4.764309868053e+02  ,6.573198357599e-08  
  4.775292736576e+02  ,6.580786307338e-08  
  4.786300923226e+02  ,6.588382979704e-08  
  4.797334486366e+02  ,6.595988384767e-08  
  4.808393484497e+02  ,6.603602532607e-08  
  4.819477976251e+02  ,6.611225433317e-08  
  4.830588020397e+02  ,6.618857097001e-08  
  4.841723675840e+02  ,6.626497533775e-08  
  4.852885001621e+02  ,6.634146753766e-08  
  4.864072056914e+02  ,6.641804767113e-08  
  4.875284901033e+02  ,6.649471583966e-08  
  4.886523593428e+02  ,6.657147214488e-08  
  4.897788193684e+02  ,6.664831668854e-08  
  4.909078761525e+02  ,6.672524957247e-08  
  4.920395356814e+02  ,6.680227089867e-08  
  4.931738039549e+02  ,6.687938076922e-08  
  4.943106869868e+02  ,6.695657928633e-08  
  4.954501908047e+02  ,6.703386655233e-08  
  4.965923214503e+02  ,6.711124266965e-08  
  4.977370849789e+02  ,6.718870774086e-08  
  4.988844874599e+02  ,6.726626186865e-08  
  5.000345349769e+02  ,6.734390515580e-08  
  5.011872336272e+02  ,6.742163770523e-08  
  5.023425895223e+02  ,6.749945961998e-08  
  5.035006087878e+02  ,6.757737100320e-08  
  5.046612975635e+02  ,6.765537195815e-08  
  5.058246620030e+02  ,6.773346258824e-08  
  5.069907082746e+02  ,6.781164299696e-08  
  5.081594425605e+02  ,6.788991328794e-08  
  5.093308710571e+02  ,6.796827356494e-08  
  5.105049999753e+02  ,6.804672393181e-08  
  5.116818355402e+02  ,6.812526449255e-08  
  5.128613839913e+02  ,6.820389535125e-08  
  5.140436515824e+02  ,6.828261661214e-08  
  5.152286445817e+02  ,6.836142837957e-08  
  5.164163692720e+02  ,6.844033075800e-08  
  5.176068319505e+02  ,6.851932385201e-08  
  5.188000389289e+02  ,6.859840776631e-08  
  5.199959965334e+02  ,6.867758260572e-08  
  5.211947111050e+02  ,6.875684847519e-08  
  5.223961889990e+02  ,6.883620547979e-08  
  5.236004365857e+02  ,6.891565372469e-08  
  5.248074602497e+02  ,6.899519331522e-08  
  5.260172663906e+02  ,6.907482435679e-08  
  5.272298614227e+02  ,6.915454695496e-08  
  5.284452517751e+02  ,6.923436121540e-08  
  5.296634438916e+02  ,6.931426724391e-08  
  5.308844442309e+02  ,6.939426514639e-08  
  5.321082592667e+02  ,6.947435502888e-08  
  5.333348954875e+02  ,6.955453699755e-08  
  5.345643593969e+02  ,6.963481115867e-08  
  5.357966575133e+02  ,6.971517761864e-08  
  5.370317963702e+02  ,6.979563648399e-08  
  5.382697825162e+02  ,6.987618786137e-08  
  5.395106225150e+02  ,6.995683185754e-08  
  5.407543229455e+02  ,7.003756857940e-08  
  5.420008904015e+02  ,7.011839813397e-08  
  5.432503314924e+02  ,7.019932062838e-08  
  5.445026528423e+02  ,7.028033616990e-08  
  5.457578610912e+02  ,7.036144486591e-08  
  5.470159628939e+02  ,7.044264682391e-08  
  5.482769649208e+02  ,7.052394215155e-08  
  5.495408738575e+02  ,7.060533095658e-08  
  5.508076964053e+02  ,7.068681334687e-08  
  5.520774392807e+02  ,7.076838943043e-08  
  5.533501092157e+02  ,7.085005931539e-08  
  5.546257129578e+02  ,7.093182311000e-08  
  5.559042572703e+02  ,7.101368092264e-08  
  5.571857489318e+02  ,7.109563286182e-08  
  5.584701947367e+02  ,7.117767903614e-08  
  5.597576014950e+02  ,7.125981955438e-08  
  5.610479760324e+02  ,7.134205452539e-08  
  5.623413251903e+02  ,7.142438405820e-08  
  5.636376558259e+02  ,7.150680826191e-08  
  5.649369748122e+02  ,7.158932724579e-08  
  5.662392890382e+02  ,7.167194111921e-08  
  5.675446054085e+02  ,7.175464999168e-08  
  5.688529308438e+02  ,7.183745397282e-08  
  5.701642722807e+02  ,7.192035317239e-08  
  5.714786366718e+02  ,7.200334770027e-08  
  5.727960309857e+02  ,7.208643766648e-08  
  5.741164622072e+02  ,7.216962318114e-08  
  5.754399373371e+02  ,7.225290435452e-08  
  5.767664633922e+02  ,7.233628129700e-08  
  5.780960474056e+02  ,7.241975411910e-08  
  5.794286964268e+02  ,7.250332293146e-08  
  5.807644175212e+02  ,7.258698784485e-08  
  5.821032177708e+02  ,7.267074897017e-08  
  5.834451042737e+02  ,7.275460641845e-08  
  5.847900841444e+02  ,7.283856030082e-08  
  5.861381645139e+02  ,7.292261072859e-08  
  5.874893525297e+02  ,7.300675781314e-08  
  5.888436553555e+02  ,7.309100166602e-08  
  5.902010801718e+02  ,7.317534239889e-08  
  5.915616341754e+02  ,7.325978012354e-08  
  5.929253245799e+02  ,7.334431495190e-08  
  5.942921586155e+02  ,7.342894699602e-08  
  5.956621435289e+02  ,7.351367636806e-08  
  5.970352865837e+02  ,7.359850318035e-08  
  5.984115950602e+02  ,7.368342754532e-08  
  5.997910762554e+02  ,7.376844957552e-08  
  6.011737374832e+02  ,7.385356938367e-08  
  6.025595860743e+02  ,7.393878708258e-08  
  6.039486293763e+02  ,7.402410278521e-08  
  6.053408747538e+02  ,7.410951660465e-08  
  6.067363295884e+02  ,7.419502865410e-08  
  6.081350012786e+02  ,7.428063904691e-08  
  6.095368972401e+02  ,7.436634789657e-08  
  6.109420249055e+02  ,7.445215531667e-08  
  6.123503917247e+02  ,7.453806142095e-08  
  6.137620051647e+02  ,7.462406632328e-08  
  6.151768727098e+02  ,7.471017013765e-08  
  6.165950018614e+02  ,7.479637297820e-08  
  6.180164001383e+02  ,7.488267495919e-08  
  6.194410750767e+02  ,7.496907619500e-08  
  6.208690342300e+02  ,7.505557680017e-08  
  6.223002851691e+02  ,7.514217688935e-08  
  6.237348354823e+02  ,7.522887657732e-08  
  6.251726927756e+02  ,7.531567597900e-08  
  6.266138646722e+02  ,7.540257520945e-08  
  6.280583588132e+02  ,7.548957438384e-08  
  6.295061828571e+02  ,7.557667361750e-08  
  6.309573444801e+02  ,7.566387302588e-08  
  6.324118513761e+02  ,7.575117272455e-08  
  6.338697112568e+02  ,7.583857282922e-08  
  6.353309318516e+02  ,7.592607345576e-08  
  6.367955209078e+02  ,7.601367472013e-08  
  6.382634861905e+02  ,7.610137673845e-08  
  6.397348354826e+02  ,7.618917962698e-08  
  6.412095765851e+02  ,7.627708350208e-08  
  6.426877173169e+02  ,7.636508848028e-08  
  6.441692655151e+02  ,7.645319467822e-08  
  6.456542290346e+02  ,7.654140221269e-08  
  6.471426157485e+02  ,7.662971120061e-08  
  6.486344335481e+02  ,7.671812175903e-08  
  6.501296903430e+02  ,7.680663400513e-08  
  6.516283940607e+02  ,7.689524805624e-08  
  6.531305526474e+02  ,7.698396402981e-08  
  6.546361740672e+02  ,7.707278204343e-08  
  6.561452663028e+02  ,7.716170221484e-08  
  6.576578373553e+02  ,7.725072466189e-08  
  6.591738952442e+02  ,7.733984950258e-08  
  6.606934480075e+02  ,7.742907685505e-08  
  6.622165037017e+02  ,7.751840683756e-08  
  6.637430704018e+02  ,7.760783956852e-08  
  6.652731562016e+02  ,7.769737516648e-08  
  6.668067692135e+02  ,7.778701375010e-08  
  6.683439175685e+02  ,7.787675543821e-08  
  6.698846094164e+02  ,7.796660034975e-08  
  6.714288529258e+02  ,7.805654860382e-08  
  6.729766562842e+02  ,7.814660031963e-08  
  6.745280276978e+02  ,7.823675561656e-08  
  6.760829753919e+02  ,7.832701461409e-08  
  6.776415076106e+02  ,7.841737743187e-08  
  6.792036326171e+02  ,7.850784418967e-08  
  6.807693586936e+02  ,7.859841500741e-08  
  6.823386941416e+02  ,7.868909000512e-08  
  6.839116472813e+02  ,7.877986930301e-08  
  6.854882264526e+02  ,7.887075302140e-08  
  6.870684400141e+02  ,7.896174128074e-08  
  6.886522963442e+02  ,7.905283420166e-08  
  6.902398038401e+02  ,7.914403190488e-08  
  6.918309709188e+02  ,7.923533451129e-08  
  6.934258060165e+02  ,7.932674214191e-08  
  6.950243175887e+02  ,7.941825491790e-08  
  6.966265141107e+02  ,7.950987296056e-08  
  6.982324040771e+02  ,7.960159639132e-08  
  6.998419960022e+02  ,7.969342533176e-08  
  7.014552984199e+02  ,7.978535990361e-08  
  7.030723198837e+02  ,7.987740022871e-08  
  7.046930689670e+02  ,7.996954642907e-08  
  7.063175542629e+02  ,8.006179862682e-08  
  7.079457843840e+02  ,8.015415694425e-08  
  7.095777679633e+02  ,8.024662150377e-08  
  7.112135136532e+02  ,8.033919242794e-08  
  7.128530301264e+02  ,8.043186983947e-08  
  7.144963260754e+02  ,8.052465386119e-08  
  7.161434102128e+02  ,8.061754461609e-08  
  7.177942912713e+02  ,8.071054222730e-08  
  7.194489780036e+02  ,8.080364681808e-08  
  7.211074791828e+02  ,8.089685851183e-08  
  7.227698036021e+02  ,8.099017743212e-08  
  7.244359600749e+02  ,8.108360370263e-08  
  7.261059574350e+02  ,8.117713744720e-08  
  7.277798045367e+02  ,8.127077878981e-08  
  7.294575102545e+02  ,8.136452785457e-08  
  7.311390834833e+02  ,8.145838476574e-08  
  7.328245331388e+02  ,8.155234964774e-08  
  7.345138681570e+02  ,8.164642262512e-08  
  7.362070974946e+02  ,8.174060382255e-08  
  7.379042301290e+02  ,8.183489336489e-08  
  7.396052750581e+02  ,8.192929137710e-08  
  7.413102413008e+02  ,8.202379798432e-08  
  7.430191378966e+02  ,8.211841331181e-08  
  7.447319739059e+02  ,8.221313748497e-08  
  7.464487584100e+02  ,8.230797062937e-08  
  7.481695005110e+02  ,8.240291287071e-08  
  7.498942093323e+02  ,8.249796433482e-08  
  7.516228940181e+02  ,8.259312514770e-08  
  7.533555637336e+02  ,8.268839543548e-08  
  7.550922276653e+02  ,8.278377532444e-08  
  7.568328950209e+02  ,8.287926494101e-08  
  7.585775750291e+02  ,8.297486441175e-08  
  7.603262769401e+02  ,8.307057386338e-08  
  7.620790100253e+02  ,8.316639342276e-08  
  7.638357835776e+02  ,8.326232321690e-08  
  7.655966069111e+02  ,8.335836337295e-08  
  7.673614893617e+02  ,8.345451401821e-08  
  7.691304402865e+02  ,8.355077528013e-08  
  7.709034690643e+02  ,8.364714728629e-08  
  7.726805850956e+02  ,8.374363016445e-08  
  7.744617978024e+02  ,8.384022404247e-08  
  7.762471166286e+02  ,8.393692904841e-08  
  7.780365510397e+02  ,8.403374531044e-08  
  7.798301105231e+02  ,8.413067295688e-08  
  7.816278045882e+02  ,8.422771211621e-08  
  7.834296427661e+02  ,8.432486291706e-08  
  7.852356346099e+02  ,8.442212548820e-08  
  7.870457896950e+02  ,8.451949995855e-08  
  7.888601176184e+02  ,8.461698645717e-08  
  7.906786279997e+02  ,8.471458511328e-08  
  7.925013304803e+02  ,8.481229605625e-08  
  7.943282347242e+02  ,8.491011941559e-08  
  7.961593504172e+02  ,8.500805532096e-08  
  7.979946872679e+02  ,8.510610390218e-08  
  7.998342550069e+02  ,8.520426528921e-08  
  8.016780633876e+02  ,8.530253961216e-08  
  8.035261221855e+02  ,8.540092700129e-08  
  8.053784411989e+02  ,8.549942758700e-08  
  8.072350302487e+02  ,8.559804149987e-08  
  8.090958991783e+02  ,8.569676887060e-08  
  8.109610578537e+02  ,8.579560983005e-08  
  8.128305161640e+02  ,8.589456450924e-08  
  8.147042840207e+02  ,8.599363303932e-08  
  8.165823713585e+02  ,8.609281555162e-08  
  8.184647881347e+02  ,8.619211217759e-08  
  8.203515443297e+02  ,8.629152304885e-08  
  8.222426499469e+02  ,8.639104829717e-08  
  8.241381150129e+02  ,8.649068805446e-08  
  8.260379495770e+02  ,8.659044245280e-08  
  8.279421637122e+02  ,8.669031162442e-08  
  8.298507675143e+02  ,8.679029570167e-08  
  8.317637711025e+02  ,8.689039481710e-08  
  8.336811846195e+02  ,8.699060910338e-08  
  8.356030182311e+02  ,8.709093869334e-08  
  8.375292821268e+02  ,8.719138371997e-08  
  8.394599865193e+02  ,8.729194431641e-08  
  8.413951416451e+02  ,8.739262061594e-08  
  8.433347577641e+02  ,8.749341275201e-08  
  8.452788451602e+02  ,8.759432085823e-08  
  8.472274141405e+02  ,8.769534506833e-08  
  8.491804750362e+02  ,8.779648551623e-08  
  8.511380382022e+02  ,8.789774233599e-08  
  8.531001140175e+02  ,8.799911566182e-08  
  8.550667128845e+02  ,8.810060562808e-08  
  8.570378452302e+02  ,8.820221236931e-08  
  8.590135215053e+02  ,8.830393602018e-08  
  8.609937521845e+02  ,8.840577671551e-08  
  8.629785477668e+02  ,8.850773459031e-08  
  8.649679187756e+02  ,8.860980977971e-08  
  8.669618757581e+02  ,8.871200241901e-08  
  8.689604292862e+02  ,8.881431264367e-08  
  8.709635899559e+02  ,8.891674058930e-08  
  8.729713683880e+02  ,8.901928639165e-08  
  8.749837752273e+02  ,8.912195018666e-08  
  8.770008211435e+02  ,8.922473211040e-08  
  8.790225168307e+02  ,8.932763229912e-08  
  8.810488730079e+02  ,8.943065088919e-08  
  8.830799004184e+02  ,8.953378801717e-08  
  8.851156098307e+02  ,8.963704381977e-08  
  8.871560120378e+02  ,8.974041843385e-08  
  8.892011178578e+02  ,8.984391199643e-08  
  8.912509381336e+02  ,8.994752464468e-08  
  8.933054837332e+02  ,9.005125651595e-08  
  8.953647655495e+02  ,9.015510774774e-08  
  8.974287945006e+02  ,9.025907847768e-08  
  8.994975815299e+02  ,9.036316884360e-08  
  9.015711376058e+02  ,9.046737898346e-08  
  9.036494737222e+02  ,9.057170903540e-08  
  9.057326008981e+02  ,9.067615913769e-08  
  9.078205301780e+02  ,9.078072942879e-08  
  9.099132726321e+02  ,9.088542004730e-08  
  9.120108393558e+02  ,9.099023113199e-08  
  9.141132414701e+02  ,9.109516282178e-08  
  9.162204901219e+02  ,9.120021525575e-08  
  9.183325964834e+02  ,9.130538857316e-08  
  9.204495717530e+02  ,9.141068291340e-08  
  9.225714271546e+02  ,9.151609841604e-08  
  9.246981739381e+02  ,9.162163522082e-08  
  9.268298233792e+02  ,9.172729346760e-08  
  9.289663867798e+02  ,9.183307329645e-08  
  9.311078754677e+02  ,9.193897484758e-08  
  9.332543007968e+02  ,9.204499826134e-08  
  9.354056741474e+02  ,9.215114367828e-08  
  9.375620069257e+02  ,9.225741123908e-08  
  9.397233105645e+02  ,9.236380108461e-08  
  9.418895965227e+02  ,9.247031335587e-08  
  9.440608762858e+02  ,9.257694819406e-08  
  9.462371613656e+02  ,9.268370574051e-08  
  9.484184633007e+02  ,9.279058613673e-08  
  9.506047936561e+02  ,9.289758952438e-08  
  9.527961640235e+02  ,9.300471604529e-08  
  9.549925860213e+02  ,9.311196584147e-08  
  9.571940712947e+02  ,9.321933905506e-08  
  9.594006315158e+02  ,9.332683582839e-08  
  9.616122783835e+02  ,9.343445630395e-08  
  9.638290236238e+02  ,9.354220062437e-08  
  9.660508789897e+02  ,9.365006893248e-08  
  9.682778562611e+02  ,9.375806137125e-08  
  9.705099672453e+02  ,9.386617808383e-08  
  9.727472237768e+02  ,9.397441921351e-08  
  9.749896377172e+02  ,9.408278490378e-08  
  9.772372209557e+02  ,9.419127529826e-08  
  9.794899854085e+02  ,9.429989054076e-08  
  9.817479430198e+02  ,9.440863077524e-08  
  9.840111057610e+02  ,9.451749614585e-08  
  9.862794856311e+02  ,9.462648679687e-08  
  9.885530946568e+02  ,9.473560287278e-08  
  9.908319448926e+02  ,9.484484451820e-08  
  9.931160484208e+02  ,9.495421187793e-08  
  9.954054173514e+02  ,9.506370509693e-08  
  9.977000638224e+02  ,9.517332432034e-08  
  9.999999999998e+02  ,9.528306969346e-08  
  1.002305238078e+03  ,9.539294136174e-08  
  1.004615790278e+03  ,9.550293947083e-08  
  1.006931668852e+03  ,9.561306416652e-08  
  1.009252886077e+03  ,9.572331559477e-08  
  1.011579454260e+03  ,9.583369390174e-08  
  1.013911385737e+03  ,9.594419923371e-08  
  1.016248692871e+03  ,9.605483173717e-08  
  1.018591388054e+03  ,9.616559155875e-08  
  1.020939483708e+03  ,9.627647884526e-08  
  1.023292992281e+03  ,9.638749374368e-08  
  1.025651926251e+03  ,9.649863640117e-08  
  1.028016298126e+03  ,9.660990696503e-08  
  1.030386120441e+03  ,9.672130558275e-08  
  1.032761405761e+03  ,9.683283240199e-08  
  1.035142166679e+03  ,9.694448757058e-08  
  1.037528415818e+03  ,9.705627123652e-08  
  1.039920165829e+03  ,9.716818354796e-08  
  1.042317429393e+03  ,9.728022465325e-08  
  1.044720219221e+03  ,9.739239470090e-08  
  1.047128548051e+03  ,9.750469383957e-08  
  1.049542428652e+03  ,9.761712221814e-08  
  1.051961873823e+03  ,9.772967998561e-08  
  1.054386896391e+03  ,9.784236729117e-08  
  1.056817509213e+03  ,9.795518428420e-08  
  1.059253725177e+03  ,9.806813111423e-08  
  1.061695557199e+03  ,9.818120793097e-08  
  1.064143018224e+03  ,9.829441488430e-08  
  1.066596121230e+03  ,9.840775212427e-08  
  1.069054879222e+03  ,9.852121980111e-08  
  1.071519305237e+03  ,9.863481806521e-08  
  1.073989412341e+03  ,9.874854706715e-08  
  1.076465213630e+03  ,9.886240695768e-08  
  1.078946722230e+03  ,9.897639788771e-08  
  1.081433951298e+03  ,9.909052000834e-08  
  1.083926914021e+03  ,9.920477347083e-08  
  1.086425623617e+03  ,9.931915842662e-08  
  1.088930093333e+03  ,9.943367502733e-08  
  1.091440336449e+03  ,9.954832342475e-08  
  1.093956366272e+03  ,9.966310377084e-08  
  1.096478196143e+03  ,9.977801621773e-08  
  1.099005839432e+03  ,9.989306091775e-08  
  1.101539309541e+03  ,1.000082380234e-07  
  1.104078619902e+03  ,1.001235476873e-07  
  1.106623783977e+03  ,1.002389900623e-07  
  1.109174815262e+03  ,1.003545653015e-07  
  1.111731727281e+03  ,1.004702735580e-07  
  1.114294533592e+03  ,1.005861149852e-07  
  1.116863247780e+03  ,1.007020897366e-07  
  1.119437883467e+03  ,1.008181979660e-07  
  1.122018454302e+03  ,1.009344398272e-07  
  1.124604973967e+03  ,1.010508154744e-07  
  1.127197456175e+03  ,1.011673250618e-07  
  1.129795914673e+03  ,1.012839687438e-07  
  1.132400363235e+03  ,1.014007466750e-07  
  1.135010815672e+03  ,1.015176590102e-07  
  1.137627285823e+03  ,1.016347059045e-07  
  1.140249787561e+03  ,1.017518875128e-07  
  1.142878334790e+03  ,1.018692039906e-07  
  1.145512941445e+03  ,1.019866554933e-07  
  1.148153621497e+03  ,1.021042421767e-07  
  1.150800388944e+03  ,1.022219641966e-07  
  1.153453257821e+03  ,1.023398217089e-07  
  1.156112242192e+03  ,1.024578148700e-07  
  1.158777356155e+03  ,1.025759438363e-07  
  1.161448613840e+03  ,1.026942087643e-07  
  1.164126029410e+03  ,1.028126098107e-07  
  1.166809617061e+03  ,1.029311471325e-07  
  1.169499391020e+03  ,1.030498208869e-07  
  1.172195365548e+03  ,1.031686312311e-07  
  1.174897554939e+03  ,1.032875783226e-07  
  1.177605973521e+03  ,1.034066623191e-07  
  1.180320635652e+03  ,1.035258833784e-07  
  1.183041555725e+03  ,1.036452416585e-07  
  1.185768748167e+03  ,1.037647373177e-07  
  1.188502227437e+03  ,1.038843705143e-07  
  1.191242008027e+03  ,1.040041414069e-07  
  1.193988104464e+03  ,1.041240501543e-07  
  1.196740531307e+03  ,1.042440969154e-07  
  1.199499303149e+03  ,1.043642818492e-07  
  1.202264434617e+03  ,1.044846051152e-07  
  1.205035940372e+03  ,1.046050668728e-07  
  1.207813835107e+03  ,1.047256672817e-07  
  1.210598133550e+03  ,1.048464065017e-07  
  1.213388850465e+03  ,1.049672846929e-07  
  1.216186000646e+03  ,1.050883020154e-07  
  1.218989598925e+03  ,1.052094586297e-07  
  1.221799660165e+03  ,1.053307546964e-07  
  1.224616199265e+03  ,1.054521903763e-07  
  1.227439231158e+03  ,1.055737658303e-07  
  1.230268770812e+03  ,1.056954812195e-07  
  1.233104833229e+03  ,1.058173367053e-07  
  1.235947433444e+03  ,1.059393324492e-07  
  1.238796586530e+03  ,1.060614686130e-07  
  1.241652307592e+03  ,1.061837453584e-07  
  1.244514611771e+03  ,1.063061628476e-07  
  1.247383514243e+03  ,1.064287212429e-07  
  1.250259030218e+03  ,1.065514207066e-07  
  1.253141174941e+03  ,1.066742614015e-07  
  1.256029963695e+03  ,1.067972434903e-07  
  1.258925411794e+03  ,1.069203671360e-07  
  1.261827534590e+03  ,1.070436325019e-07  
  1.264736347471e+03  ,1.071670397513e-07  
  1.267651865858e+03  ,1.072905890479e-07  
  1.270574105208e+03  ,1.074142805553e-07  
  1.273503081016e+03  ,1.075381144375e-07  
  1.276438808811e+03  ,1.076620908587e-07  
  1.279381304157e+03  ,1.077862099832e-07  
  1.282330582656e+03  ,1.079104719755e-07  
  1.285286659943e+03  ,1.080348770002e-07  
  1.288249551693e+03  ,1.081594252224e-07  
  1.291219273613e+03  ,1.082841168071e-07  
  1.294195841450e+03  ,1.084089519196e-07  
  1.297179270984e+03  ,1.085339307253e-07  
  1.300169578033e+03  ,1.086590533899e-07  
  1.303166778452e+03  ,1.087843200792e-07  
  1.306170888132e+03  ,1.089097309593e-07  
  1.309181922999e+03  ,1.090352861964e-07  
  1.312199899019e+03  ,1.091609859569e-07  
  1.315224832192e+03  ,1.092868304075e-07  
  1.318256738556e+03  ,1.094128197149e-07  
  1.321295634186e+03  ,1.095389540461e-07  
  1.324341535194e+03  ,1.096652335684e-07  
  1.327394457730e+03  ,1.097916584491e-07  
  1.330454417978e+03  ,1.099182288557e-07  
  1.333521432163e+03  ,1.100449449561e-07  
  1.336595516546e+03  ,1.101718069182e-07  
  1.339676687426e+03  ,1.102988149102e-07  
  1.342764961138e+03  ,1.104259691004e-07  
  1.345860354056e+03  ,1.105532696573e-07  
  1.348962882591e+03  ,1.106807167497e-07  
  1.352072563194e+03  ,1.108083105465e-07  
  1.355189412351e+03  ,1.109360512168e-07  
  1.358313446587e+03  ,1.110639389300e-07  
  1.361444682466e+03  ,1.111919738555e-07  
  1.364583136589e+03  ,1.113201561631e-07  
  1.367728825596e+03  ,1.114484860227e-07  
  1.370881766165e+03  ,1.115769636043e-07  
  1.374041975012e+03  ,1.117055890783e-07  
  1.377209468894e+03  ,1.118343626151e-07  
  1.380384264603e+03  ,1.119632843855e-07  
  1.383566378972e+03  ,1.120923545603e-07  
  1.386755828872e+03  ,1.122215733106e-07  
  1.389952631213e+03  ,1.123509408077e-07  
  1.393156802945e+03  ,1.124804572230e-07  
  1.396368361056e+03  ,1.126101227283e-07  
  1.399587322572e+03  ,1.127399374953e-07  
  1.402813704562e+03  ,1.128699016962e-07  
  1.406047524130e+03  ,1.130000155032e-07  
  1.409288798422e+03  ,1.131302790888e-07  
  1.412537544623e+03  ,1.132606926257e-07  
  1.415793779957e+03  ,1.133912562866e-07  
  1.419057521689e+03  ,1.135219702447e-07  
  1.422328787123e+03  ,1.136528346732e-07  
  1.425607593602e+03  ,1.137838497456e-07  
  1.428893958511e+03  ,1.139150156356e-07  
  1.432187899273e+03  ,1.140463325169e-07  
  1.435489433353e+03  ,1.141778005637e-07  
  1.438798578256e+03  ,1.143094199502e-07  
  1.442115351525e+03  ,1.144411908509e-07  
  1.445439770746e+03  ,1.145731134404e-07  
  1.448771853545e+03  ,1.147051878936e-07  
  1.452111617587e+03  ,1.148374143855e-07  
  1.455459080582e+03  ,1.149697930914e-07  
  1.458814260275e+03  ,1.151023241868e-07  
  1.462177174456e+03  ,1.152350078474e-07  
  1.465547840956e+03  ,1.153678442490e-07  
  1.468926277644e+03  ,1.155008335676e-07  
  1.472312502432e+03  ,1.156339759797e-07  
  1.475706533276e+03  ,1.157672716615e-07  
  1.479108388168e+03  ,1.159007207899e-07  
  1.482518085146e+03  ,1.160343235417e-07  
  1.485935642287e+03  ,1.161680800939e-07  
  1.489361077711e+03  ,1.163019906240e-07  
  1.492794409579e+03  ,1.164360553093e-07  
  1.496235656094e+03  ,1.165702743276e-07  
  1.499684835502e+03  ,1.167046478567e-07  
  1.503141966090e+03  ,1.168391760749e-07  
  1.506607066186e+03  ,1.169738591603e-07  
  1.510080154164e+03  ,1.171086972916e-07  
  1.513561248436e+03  ,1.172436906474e-07  
  1.517050367459e+03  ,1.173788394067e-07  
  1.520547529732e+03  ,1.175141437486e-07  
  1.524052753797e+03  ,1.176496038524e-07  
  1.527566058238e+03  ,1.177852198978e-07  
  1.531087461682e+03  ,1.179209920644e-07  
  1.534616982799e+03  ,1.180569205322e-07  
  1.538154640303e+03  ,1.181930054814e-07  
