  Frequency            , SQRT(S(NTOT(ONOISE)))
  1.106623783978e+01  ,9.564595102713e-09  
  1.109174815262e+01  ,9.576706947599e-09  
  1.111731727282e+01  ,9.588831361528e-09  
  1.114294533592e+01  ,9.600968361044e-09  
  1.116863247780e+01  ,9.613117962702e-09  
  1.119437883467e+01  ,9.625280183077e-09  
  1.122018454302e+01  ,9.637455038755e-09  
  1.124604973967e+01  ,9.649642546338e-09  
  1.127197456175e+01  ,9.661842722443e-09  
  1.129795914673e+01  ,9.674055583703e-09  
  1.132400363235e+01  ,9.686281146764e-09  
  1.135010815672e+01  ,9.698519428288e-09  
  1.137627285823e+01  ,9.710770444952e-09  
  1.140249787561e+01  ,9.723034213448e-09  
  1.142878334790e+01  ,9.735310750484e-09  
  1.145512941445e+01  ,9.747600072781e-09  
  1.148153621497e+01  ,9.759902197076e-09  
  1.150800388944e+01  ,9.772217140124e-09  
  1.153453257821e+01  ,9.784544918690e-09  
  1.156112242192e+01  ,9.796885549558e-09  
  1.158777356155e+01  ,9.809239049527e-09  
  1.161448613840e+01  ,9.821605435410e-09  
  1.164126029410e+01  ,9.833984724035e-09  
  1.166809617061e+01  ,9.846376932248e-09  
  1.169499391020e+01  ,9.858782076908e-09  
  1.172195365548e+01  ,9.871200174889e-09  
  1.174897554939e+01  ,9.883631243082e-09  
  1.177605973521e+01  ,9.896075298394e-09  
  1.180320635652e+01  ,9.908532357745e-09  
  1.183041555725e+01  ,9.921002438073e-09  
  1.185768748167e+01  ,9.933485556330e-09  
  1.188502227437e+01  ,9.945981729485e-09  
  1.191242008027e+01  ,9.958490974521e-09  
  1.193988104464e+01  ,9.971013308438e-09  
  1.196740531307e+01  ,9.983548748251e-09  
  1.199499303149e+01  ,9.996097310990e-09  
  1.202264434617e+01  ,1.000865901370e-08  
  1.205035940372e+01  ,1.002123387345e-08  
  1.207813835107e+01  ,1.003382190731e-08  
  1.210598133550e+01  ,1.004642313238e-08  
  1.213388850465e+01  ,1.005903756577e-08  
  1.216186000646e+01  ,1.007166522460e-08  
  1.218989598925e+01  ,1.008430612602e-08  
  1.221799660165e+01  ,1.009696028718e-08  
  1.224616199265e+01  ,1.010962772526e-08  
  1.227439231158e+01  ,1.012230845744e-08  
  1.230268770812e+01  ,1.013500250093e-08  
  1.233104833229e+01  ,1.014770987296e-08  
  1.235947433444e+01  ,1.016043059076e-08  
  1.238796586530e+01  ,1.017316467158e-08  
  1.241652307592e+01  ,1.018591213270e-08  
  1.244514611771e+01  ,1.019867299140e-08  
  1.247383514243e+01  ,1.021144726499e-08  
  1.250259030218e+01  ,1.022423497078e-08  
  1.253141174941e+01  ,1.023703612611e-08  
  1.256029963695e+01  ,1.024985074832e-08  
  1.258925411794e+01  ,1.026267885480e-08  
  1.261827534591e+01  ,1.027552046291e-08  
  1.264736347471e+01  ,1.028837559007e-08  
  1.267651865858e+01  ,1.030124425369e-08  
  1.270574105208e+01  ,1.031412647119e-08  
  1.273503081017e+01  ,1.032702226004e-08  
  1.276438808811e+01  ,1.033993163770e-08  
  1.279381304157e+01  ,1.035285462165e-08  
  1.282330582656e+01  ,1.036579122939e-08  
  1.285286659944e+01  ,1.037874147844e-08  
  1.288249551693e+01  ,1.039170538633e-08  
  1.291219273613e+01  ,1.040468297060e-08  
  1.294195841450e+01  ,1.041767424883e-08  
  1.297179270984e+01  ,1.043067923860e-08  
  1.300169578033e+01  ,1.044369795750e-08  
  1.303166778452e+01  ,1.045673042316e-08  
  1.306170888132e+01  ,1.046977665320e-08  
  1.309181922999e+01  ,1.048283666528e-08  
  1.312199899019e+01  ,1.049591047706e-08  
  1.315224832192e+01  ,1.050899810623e-08  
  1.318256738556e+01  ,1.052209957049e-08  
  1.321295634186e+01  ,1.053521488755e-08  
  1.324341535195e+01  ,1.054834407515e-08  
  1.327394457730e+01  ,1.056148715104e-08  
  1.330454417978e+01  ,1.057464413299e-08  
  1.333521432163e+01  ,1.058781503879e-08  
  1.336595516546e+01  ,1.060099988624e-08  
  1.339676687426e+01  ,1.061419869315e-08  
  1.342764961138e+01  ,1.062741147737e-08  
  1.345860354056e+01  ,1.064063825674e-08  
  1.348962882592e+01  ,1.065387904915e-08  
  1.352072563194e+01  ,1.066713387248e-08  
  1.355189412351e+01  ,1.068040274463e-08  
  1.358313446587e+01  ,1.069368568353e-08  
  1.361444682466e+01  ,1.070698270712e-08  
  1.364583136589e+01  ,1.072029383336e-08  
  1.367728825596e+01  ,1.073361908022e-08  
  1.370881766165e+01  ,1.074695846569e-08  
  1.374041975012e+01  ,1.076031200779e-08  
  1.377209468894e+01  ,1.077367972454e-08  
  1.380384264603e+01  ,1.078706163400e-08  
  1.383566378972e+01  ,1.080045775421e-08  
  1.386755828872e+01  ,1.081386810327e-08  
  1.389952631213e+01  ,1.082729269926e-08  
  1.393156802945e+01  ,1.084073156031e-08  
  1.396368361056e+01  ,1.085418470455e-08  
  1.399587322573e+01  ,1.086765215013e-08  
  1.402813704562e+01  ,1.088113391521e-08  
  1.406047524130e+01  ,1.089463001799e-08  
  1.409288798422e+01  ,1.090814047667e-08  
  1.412537544623e+01  ,1.092166530947e-08  
  1.415793779957e+01  ,1.093520453463e-08  
  1.419057521689e+01  ,1.094875817041e-08  
  1.422328787123e+01  ,1.096232623508e-08  
  1.425607593602e+01  ,1.097590874694e-08  
  1.428893958511e+01  ,1.098950572429e-08  
  1.432187899273e+01  ,1.100311718548e-08  
  1.435489433354e+01  ,1.101674314883e-08  
  1.438798578256e+01  ,1.103038363273e-08  
  1.442115351525e+01  ,1.104403865555e-08  
  1.445439770746e+01  ,1.105770823570e-08  
  1.448771853545e+01  ,1.107139239159e-08  
  1.452111617588e+01  ,1.108509114167e-08  
  1.455459080582e+01  ,1.109880450438e-08  
  1.458814260275e+01  ,1.111253249821e-08  
  1.462177174457e+01  ,1.112627514165e-08  
  1.465547840956e+01  ,1.114003245320e-08  
  1.468926277644e+01  ,1.115380445139e-08  
  1.472312502433e+01  ,1.116759115478e-08  
  1.475706533276e+01  ,1.118139258193e-08  
  1.479108388168e+01  ,1.119520875142e-08  
  1.482518085146e+01  ,1.120903968186e-08  
  1.485935642287e+01  ,1.122288539186e-08  
  1.489361077711e+01  ,1.123674590007e-08  
  1.492794409579e+01  ,1.125062122514e-08  
  1.496235656094e+01  ,1.126451138575e-08  
  1.499684835502e+01  ,1.127841640060e-08  
  1.503141966090e+01  ,1.129233628840e-08  
  1.506607066187e+01  ,1.130627106787e-08  
  1.510080154164e+01  ,1.132022075779e-08  
  1.513561248436e+01  ,1.133418537690e-08  
  1.517050367459e+01  ,1.134816494400e-08  
  1.520547529732e+01  ,1.136215947790e-08  
  1.524052753797e+01  ,1.137616899743e-08  
  1.527566058238e+01  ,1.139019352142e-08  
  1.531087461682e+01  ,1.140423306874e-08  
  1.534616982799e+01  ,1.141828765828e-08  
  1.538154640303e+01  ,1.143235730893e-08  
  1.541700452949e+01  ,1.144644203962e-08  
  1.545254439538e+01  ,1.146054186928e-08  
  1.548816618912e+01  ,1.147465681687e-08  
  1.552387009958e+01  ,1.148878690138e-08  
  1.555965631605e+01  ,1.150293214178e-08  
  1.559552502827e+01  ,1.151709255711e-08  
  1.563147642641e+01  ,1.153126816640e-08  
  1.566751070108e+01  ,1.154545898869e-08  
  1.570362804333e+01  ,1.155966504306e-08  
  1.573982864466e+01  ,1.157388634860e-08  
  1.577611269699e+01  ,1.158812292443e-08  
  1.581248039270e+01  ,1.160237478967e-08  
  1.584893192461e+01  ,1.161664196348e-08  
  1.588546748598e+01  ,1.163092446501e-08  
  1.592208727051e+01  ,1.164522231347e-08  
  1.595879147237e+01  ,1.165953552805e-08  
  1.599558028615e+01  ,1.167386412798e-08  
  1.603245390690e+01  ,1.168820813252e-08  
  1.606941253013e+01  ,1.170256756092e-08  
  1.610645635178e+01  ,1.171694243247e-08  
  1.614358556826e+01  ,1.173133276648e-08  
  1.618080037643e+01  ,1.174573858226e-08  
  1.621810097359e+01  ,1.176015989917e-08  
  1.625548755750e+01  ,1.177459673657e-08  
  1.629296032640e+01  ,1.178904911383e-08  
  1.633051947894e+01  ,1.180351705037e-08  
  1.636816521428e+01  ,1.181800056560e-08  
  1.640589773199e+01  ,1.183249967897e-08  
  1.644371723215e+01  ,1.184701440994e-08  
  1.648162391525e+01  ,1.186154477798e-08  
  1.651961798229e+01  ,1.187609080261e-08  
  1.655769963469e+01  ,1.189065250334e-08  
  1.659586907437e+01  ,1.190522989971e-08  
  1.663412650370e+01  ,1.191982301128e-08  
  1.667247212551e+01  ,1.193443185764e-08  
  1.671090614311e+01  ,1.194905645839e-08  
  1.674942876026e+01  ,1.196369683314e-08  
  1.678804018122e+01  ,1.197835300153e-08  
  1.682674061070e+01  ,1.199302498324e-08  
  1.686553025389e+01  ,1.200771279793e-08  
  1.690440931643e+01  ,1.202241646531e-08  
  1.694337800447e+01  ,1.203713600511e-08  
  1.698243652462e+01  ,1.205187143705e-08  
  1.702158508395e+01  ,1.206662278091e-08  
  1.706082389003e+01  ,1.208139005646e-08  
  1.710015315090e+01  ,1.209617328351e-08  
  1.713957307508e+01  ,1.211097248187e-08  
  1.717908387157e+01  ,1.212578767140e-08  
  1.721868574986e+01  ,1.214061887195e-08  
  1.725837891990e+01  ,1.215546610341e-08  
  1.729816359215e+01  ,1.217032938567e-08  
  1.733803997754e+01  ,1.218520873868e-08  
  1.737800828749e+01  ,1.220010418236e-08  
  1.741806873391e+01  ,1.221501573668e-08  
  1.745822152920e+01  ,1.222994342163e-08  
  1.749846688625e+01  ,1.224488725722e-08  
  1.753880501842e+01  ,1.225984726347e-08  
  1.757923613959e+01  ,1.227482346043e-08  
  1.761976046412e+01  ,1.228981586816e-08  
  1.766037820686e+01  ,1.230482450676e-08  
  1.770108958317e+01  ,1.231984939634e-08  
  1.774189480890e+01  ,1.233489055701e-08  
  1.778279410039e+01  ,1.234994800894e-08  
  1.782378767448e+01  ,1.236502177230e-08  
  1.786487574852e+01  ,1.238011186727e-08  
  1.790605854035e+01  ,1.239521831408e-08  
  1.794733626832e+01  ,1.241034113295e-08  
  1.798870915129e+01  ,1.242548034414e-08  
  1.803017740859e+01  ,1.244063596792e-08  
  1.807174126011e+01  ,1.245580802460e-08  
  1.811340092619e+01  ,1.247099653448e-08  
  1.815515662773e+01  ,1.248620151792e-08  
  1.819700858610e+01  ,1.250142299526e-08  
  1.823895702320e+01  ,1.251666098689e-08  
  1.828100216143e+01  ,1.253191551321e-08  
  1.832314422371e+01  ,1.254718659465e-08  
  1.836538343348e+01  ,1.256247425164e-08  
  1.840772001469e+01  ,1.257777850466e-08  
  1.845015419179e+01  ,1.259309937419e-08  
  1.849268618978e+01  ,1.260843688074e-08  
  1.853531623415e+01  ,1.262379104483e-08  
  1.857804455092e+01  ,1.263916188703e-08  
  1.862087136663e+01  ,1.265454942789e-08  
  1.866379690835e+01  ,1.266995368802e-08  
  1.870682140366e+01  ,1.268537468802e-08  
  1.874994508067e+01  ,1.270081244854e-08  
  1.879316816803e+01  ,1.271626699023e-08  
  1.883649089490e+01  ,1.273173833378e-08  
  1.887991349096e+01  ,1.274722649987e-08  
  1.892343618645e+01  ,1.276273150924e-08  
  1.896705921211e+01  ,1.277825338263e-08  
  1.901078279923e+01  ,1.279379214080e-08  
  1.905460717963e+01  ,1.280934780455e-08  
  1.909853258566e+01  ,1.282492039467e-08  
  1.914255925021e+01  ,1.284050993200e-08  
  1.918668740670e+01  ,1.285611643740e-08  
  1.923091728910e+01  ,1.287173993173e-08  
  1.927524913191e+01  ,1.288738043590e-08  
  1.931968317017e+01  ,1.290303797082e-08  
  1.936421963946e+01  ,1.291871255742e-08  
  1.940885877593e+01  ,1.293440421668e-08  
  1.945360081623e+01  ,1.295011296958e-08  
  1.949844599758e+01  ,1.296583883711e-08  
  1.954339455775e+01  ,1.298158184032e-08  
  1.958844673506e+01  ,1.299734200024e-08  
  1.963360276836e+01  ,1.301311933794e-08  
  1.967886289707e+01  ,1.302891387454e-08  
  1.972422736115e+01  ,1.304472563113e-08  
  1.976969640112e+01  ,1.306055462885e-08  
  1.981527025805e+01  ,1.307640088888e-08  
  1.986094917357e+01  ,1.309226443238e-08  
  1.990673338987e+01  ,1.310814528056e-08  
  1.995262314969e+01  ,1.312404345466e-08  
  1.999861869633e+01  ,1.313995897591e-08  
  2.004472027365e+01  ,1.315589186559e-08  
  2.009092812609e+01  ,1.317184214500e-08  
  2.013724249862e+01  ,1.318780983544e-08  
  2.018366363681e+01  ,1.320379495827e-08  
  2.023019178678e+01  ,1.321979753483e-08  
  2.027682719521e+01  ,1.323581758652e-08  
  2.032357010936e+01  ,1.325185513474e-08  
  2.037042077706e+01  ,1.326791020091e-08  
  2.041737944669e+01  ,1.328398280650e-08  
  2.046444636725e+01  ,1.330007297296e-08  
  2.051162178825e+01  ,1.331618072181e-08  
  2.055890595984e+01  ,1.333230607455e-08  
  2.060629913270e+01  ,1.334844905273e-08  
  2.065380155810e+01  ,1.336460967792e-08  
  2.070141348791e+01  ,1.338078797170e-08  
  2.074913517455e+01  ,1.339698395568e-08  
  2.079696687104e+01  ,1.341319765149e-08  
  2.084490883097e+01  ,1.342942908079e-08  
  2.089296130854e+01  ,1.344567826527e-08  
  2.094112455851e+01  ,1.346194522661e-08  
  2.098939883623e+01  ,1.347822998655e-08  
  2.103778439766e+01  ,1.349453256683e-08  
  2.108628149933e+01  ,1.351085298923e-08  
  2.113489039836e+01  ,1.352719127553e-08  
  2.118361135248e+01  ,1.354354744755e-08  
  2.123244462000e+01  ,1.355992152714e-08  
  2.128139045983e+01  ,1.357631353615e-08  
  2.133044913146e+01  ,1.359272349647e-08  
  2.137962089502e+01  ,1.360915143002e-08  
  2.142890601120e+01  ,1.362559735872e-08  
  2.147830474130e+01  ,1.364206130453e-08  
  2.152781734724e+01  ,1.365854328942e-08  
  2.157744409153e+01  ,1.367504333541e-08  
  2.162718523727e+01  ,1.369156146451e-08  
  2.167704104820e+01  ,1.370809769878e-08  
  2.172701178864e+01  ,1.372465206029e-08  
  2.177709772353e+01  ,1.374122457113e-08  
  2.182729911843e+01  ,1.375781525342e-08  
  2.187761623949e+01  ,1.377442412931e-08  
  2.192804935350e+01  ,1.379105122096e-08  
  2.197859872785e+01  ,1.380769655057e-08  
  2.202926463053e+01  ,1.382436014034e-08  
  2.208004733019e+01  ,1.384104201252e-08  
  2.213094709605e+01  ,1.385774218936e-08  
  2.218196419800e+01  ,1.387446069315e-08  
  2.223309890651e+01  ,1.389119754620e-08  
  2.228435149270e+01  ,1.390795277084e-08  
  2.233572222830e+01  ,1.392472638943e-08  
  2.238721138568e+01  ,1.394151842435e-08  
  2.243881923783e+01  ,1.395832889799e-08  
  2.249054605836e+01  ,1.397515783279e-08  
  2.254239212152e+01  ,1.399200525120e-08  
  2.259435770221e+01  ,1.400887117570e-08  
  2.264644307593e+01  ,1.402575562878e-08  
  2.269864851884e+01  ,1.404265863297e-08  
  2.275097430772e+01  ,1.405958021082e-08  
  2.280342072000e+01  ,1.407652038489e-08  
  2.285598803375e+01  ,1.409347917779e-08  
  2.290867652768e+01  ,1.411045661213e-08  
  2.296148648112e+01  ,1.412745271055e-08  
  2.301441817408e+01  ,1.414446749573e-08  
  2.306747188720e+01  ,1.416150099037e-08  
  2.312064790175e+01  ,1.417855321716e-08  
  2.317394649968e+01  ,1.419562419886e-08  
  2.322736796357e+01  ,1.421271395824e-08  
  2.328091257665e+01  ,1.422982251807e-08  
  2.333458062281e+01  ,1.424694990119e-08  
  2.338837238659e+01  ,1.426409613041e-08  
  2.344228815320e+01  ,1.428126122862e-08  
  2.349632820848e+01  ,1.429844521869e-08  
  2.355049283896e+01  ,1.431564812354e-08  
  2.360478233180e+01  ,1.433286996610e-08  
  2.365919697486e+01  ,1.435011076935e-08  
  2.371373705661e+01  ,1.436737055625e-08  
  2.376840286625e+01  ,1.438464934983e-08  
  2.382319469359e+01  ,1.440194717311e-08  
  2.387811282913e+01  ,1.441926404917e-08  
  2.393315756405e+01  ,1.443660000108e-08  
  2.398832919019e+01  ,1.445395505195e-08  
  2.404362800007e+01  ,1.447132922492e-08  
  2.409905428686e+01  ,1.448872254315e-08  
  2.415460834445e+01  ,1.450613502982e-08  
  2.421029046736e+01  ,1.452356670815e-08  
  2.426610095082e+01  ,1.454101760135e-08  
  2.432204009074e+01  ,1.455848773271e-08  
  2.437810818369e+01  ,1.457597712549e-08  
  2.443430552694e+01  ,1.459348580301e-08  
  2.449063241845e+01  ,1.461101378861e-08  
  2.454708915685e+01  ,1.462856110563e-08  
  2.460367604147e+01  ,1.464612777747e-08  
  2.466039337234e+01  ,1.466371382754e-08  
  2.471724145016e+01  ,1.468131927928e-08  
  2.477422057633e+01  ,1.469894415613e-08  
  2.483133105295e+01  ,1.471658848159e-08  
  2.488857318282e+01  ,1.473425227917e-08  
  2.494594726943e+01  ,1.475193557241e-08  
  2.500345361696e+01  ,1.476963838486e-08  
  2.506109253032e+01  ,1.478736074012e-08  
  2.511886431509e+01  ,1.480510266179e-08  
  2.517676927759e+01  ,1.482286417352e-08  
  2.523480772480e+01  ,1.484064529896e-08  
  2.529297996446e+01  ,1.485844606182e-08  
  2.535128630498e+01  ,1.487626648579e-08  
  2.540972705549e+01  ,1.489410659463e-08  
  2.546830252585e+01  ,1.491196641209e-08  
  2.552701302661e+01  ,1.492984596198e-08  
  2.558585886905e+01  ,1.494774526810e-08  
  2.564484036518e+01  ,1.496566435430e-08  
  2.570395782769e+01  ,1.498360324445e-08  
  2.576321157002e+01  ,1.500156196245e-08  
  2.582260190634e+01  ,1.501954053221e-08  
  2.588212915153e+01  ,1.503753897768e-08  
  2.594179362119e+01  ,1.505555732283e-08  
  2.600159563165e+01  ,1.507359559166e-08  
  2.606153549999e+01  ,1.509165380821e-08  
  2.612161354399e+01  ,1.510973199650e-08  
  2.618183008219e+01  ,1.512783018063e-08  
  2.624218543384e+01  ,1.514594838469e-08  
  2.630267991895e+01  ,1.516408663282e-08  
  2.636331385825e+01  ,1.518224494917e-08  
  2.642408757322e+01  ,1.520042335791e-08  
  2.648500138607e+01  ,1.521862188326e-08  
  2.654605561975e+01  ,1.523684054945e-08  
  2.660725059799e+01  ,1.525507938074e-08  
  2.666858664521e+01  ,1.527333840142e-08  
  2.673006408663e+01  ,1.529161763579e-08  
  2.679168324819e+01  ,1.530991710820e-08  
  2.685344445658e+01  ,1.532823684301e-08  
  2.691534803927e+01  ,1.534657686461e-08  
  2.697739432445e+01  ,1.536493719742e-08  
  2.703958364109e+01  ,1.538331786589e-08  
  2.710191631891e+01  ,1.540171889449e-08  
  2.716439268839e+01  ,1.542014030771e-08  
  2.722701308078e+01  ,1.543858213008e-08  
  2.728977782808e+01  ,1.545704438615e-08  
  2.735268726307e+01  ,1.547552710050e-08  
  2.741574171928e+01  ,1.549403029773e-08  
  2.747894153102e+01  ,1.551255400247e-08  
  2.754228703338e+01  ,1.553109823939e-08  
  2.760577856220e+01  ,1.554966303316e-08  
  2.766941645411e+01  ,1.556824840850e-08  
  2.773320104652e+01  ,1.558685439014e-08  
  2.779713267759e+01  ,1.560548100286e-08  
  2.786121168630e+01  ,1.562412827144e-08  
  2.792543841237e+01  ,1.564279622071e-08  
  2.798981319634e+01  ,1.566148487550e-08  
  2.805433637951e+01  ,1.568019426070e-08  
  2.811900830399e+01  ,1.569892440121e-08  
  2.818382931264e+01  ,1.571767532195e-08  
  2.824879974915e+01  ,1.573644704787e-08  
  2.831391995799e+01  ,1.575523960397e-08  
  2.837919028441e+01  ,1.577405301524e-08  
  2.844461107448e+01  ,1.579288730673e-08  
  2.851018267504e+01  ,1.581174250351e-08  
  2.857590543375e+01  ,1.583061863065e-08  
  2.864177969906e+01  ,1.584951571328e-08  
  2.870780582024e+01  ,1.586843377655e-08  
  2.877398414735e+01  ,1.588737284563e-08  
  2.884031503126e+01  ,1.590633294572e-08  
  2.890679882365e+01  ,1.592531410206e-08  
  2.897343587701e+01  ,1.594431633988e-08  
  2.904022654464e+01  ,1.596333968449e-08  
  2.910717118066e+01  ,1.598238416119e-08  
  2.917427014001e+01  ,1.600144979532e-08  
  2.924152377843e+01  ,1.602053661224e-08  
  2.930893245250e+01  ,1.603964463736e-08  
  2.937649651961e+01  ,1.605877389609e-08  
  2.944421633799e+01  ,1.607792441389e-08  
  2.951209226666e+01  ,1.609709621623e-08  
  2.958012466551e+01  ,1.611628932861e-08  
  2.964831389524e+01  ,1.613550377658e-08  
  2.971666031738e+01  ,1.615473958568e-08  
  2.978516429429e+01  ,1.617399678153e-08  
  2.985382618918e+01  ,1.619327538972e-08  
  2.992264636608e+01  ,1.621257543590e-08  
  2.999162518987e+01  ,1.623189694576e-08  
  3.006076302628e+01  ,1.625123994498e-08  
  3.013006024186e+01  ,1.627060445931e-08  
  3.019951720402e+01  ,1.628999051449e-08  
  3.026913428101e+01  ,1.630939813633e-08  
  3.033891184194e+01  ,1.632882735062e-08  
  3.040885025676e+01  ,1.634827818321e-08  
  3.047894989628e+01  ,1.636775065998e-08  
  3.054921113215e+01  ,1.638724480682e-08  
  3.061963433690e+01  ,1.640676064966e-08  
  3.069021988391e+01  ,1.642629821446e-08  
  3.076096814740e+01  ,1.644585752721e-08  
  3.083187950249e+01  ,1.646543861391e-08  
  3.090295432513e+01  ,1.648504150061e-08  
  3.097419299216e+01  ,1.650466621338e-08  
  3.104559588128e+01  ,1.652431277831e-08  
  3.111716337106e+01  ,1.654398122154e-08  
  3.118889584094e+01  ,1.656367156923e-08  
  3.126079367124e+01  ,1.658338384755e-08  
  3.133285724315e+01  ,1.660311808272e-08  
  3.140508693876e+01  ,1.662287430099e-08  
  3.147748314101e+01  ,1.664265252862e-08  
  3.155004623374e+01  ,1.666245279191e-08  
  3.162277660168e+01  ,1.668227511721e-08  
  3.169567463043e+01  ,1.670211953085e-08  
  3.176874070650e+01  ,1.672198605924e-08  
  3.184197521726e+01  ,1.674187472878e-08  
  3.191537855101e+01  ,1.676178556593e-08  
  3.198895109691e+01  ,1.678171859715e-08  
  3.206269324505e+01  ,1.680167384896e-08  
  3.213660538640e+01  ,1.682165134787e-08  
  3.221068791283e+01  ,1.684165112046e-08  
  3.228494121712e+01  ,1.686167319332e-08  
  3.235936569296e+01  ,1.688171759306e-08  
  3.243396173493e+01  ,1.690178434633e-08  
  3.250872973854e+01  ,1.692187347982e-08  
  3.258367010020e+01  ,1.694198502024e-08  
  3.265878321723e+01  ,1.696211899431e-08  
  3.273406948788e+01  ,1.698227542881e-08  
  3.280952931131e+01  ,1.700245435053e-08  
  3.288516308760e+01  ,1.702265578631e-08  
  3.296097121774e+01  ,1.704287976299e-08  
  3.303695410368e+01  ,1.706312630746e-08  
  3.311311214826e+01  ,1.708339544664e-08  
  3.318944575526e+01  ,1.710368720747e-08  
  3.326595532940e+01  ,1.712400161692e-08  
  3.334264127632e+01  ,1.714433870200e-08  
  3.341950400261e+01  ,1.716469848975e-08  
  3.349654391578e+01  ,1.718508100722e-08  
  3.357376142429e+01  ,1.720548628151e-08  
  3.365115693755e+01  ,1.722591433974e-08  
  3.372873086588e+01  ,1.724636520907e-08  
  3.380648362060e+01  ,1.726683891668e-08  
  3.388441561392e+01  ,1.728733548978e-08  
  3.396252725904e+01  ,1.730785495562e-08  
  3.404081897010e+01  ,1.732839734147e-08  
  3.411929116219e+01  ,1.734896267463e-08  
  3.419794425137e+01  ,1.736955098243e-08  
  3.427677865464e+01  ,1.739016229225e-08  
  3.435579478998e+01  ,1.741079663147e-08  
  3.443499307633e+01  ,1.743145402752e-08  
  3.451437393358e+01  ,1.745213450785e-08  
  3.459393778261e+01  ,1.747283809995e-08  
  3.467368504525e+01  ,1.749356483133e-08  
  3.475361614432e+01  ,1.751431472954e-08  
  3.483373150360e+01  ,1.753508782215e-08  
  3.491403154786e+01  ,1.755588413677e-08  
  3.499451670283e+01  ,1.757670370104e-08  
  3.507518739525e+01  ,1.759754654263e-08  
  3.515604405283e+01  ,1.761841268923e-08  
  3.523708710425e+01  ,1.763930216858e-08  
  3.531831697919e+01  ,1.766021500842e-08  
  3.539973410834e+01  ,1.768115123656e-08  
  3.548133892335e+01  ,1.770211088081e-08  
  3.556313185690e+01  ,1.772309396903e-08  
  3.564511334262e+01  ,1.774410052910e-08  
  3.572728381519e+01  ,1.776513058892e-08  
  3.580964371026e+01  ,1.778618417645e-08  
  3.589219346450e+01  ,1.780726131966e-08  
  3.597493351557e+01  ,1.782836204656e-08  
  3.605786430216e+01  ,1.784948638518e-08  
  3.614098626396e+01  ,1.787063436360e-08  
  3.622429984167e+01  ,1.789180600991e-08  
  3.630780547701e+01  ,1.791300135223e-08  
  3.639150361272e+01  ,1.793422041875e-08  
  3.647539469256e+01  ,1.795546323764e-08  
  3.655947916131e+01  ,1.797672983713e-08  
  3.664375746478e+01  ,1.799802024547e-08  
  3.672823004981e+01  ,1.801933449096e-08  
  3.681289736425e+01  ,1.804067260191e-08  
  3.689775985701e+01  ,1.806203460667e-08  
  3.698281797802e+01  ,1.808342053362e-08  
  3.706807217825e+01  ,1.810483041118e-08  
  3.715352290971e+01  ,1.812626426778e-08  
  3.723917062545e+01  ,1.814772213190e-08  
  3.732501577957e+01  ,1.816920403206e-08  
  3.741105882720e+01  ,1.819070999678e-08  
  3.749730022455e+01  ,1.821224005464e-08  
  3.758374042884e+01  ,1.823379423425e-08  
  3.767037989839e+01  ,1.825537256422e-08  
  3.775721909254e+01  ,1.827697507324e-08  
  3.784425847171e+01  ,1.829860178999e-08  
  3.793149849737e+01  ,1.832025274321e-08  
  3.801893963205e+01  ,1.834192796166e-08  
  3.810658233937e+01  ,1.836362747413e-08  
  3.819442708400e+01  ,1.838535130944e-08  
  3.828247433168e+01  ,1.840709949646e-08  
  3.837072454922e+01  ,1.842887206407e-08  
  3.845917820453e+01  ,1.845066904119e-08  
  3.854783576657e+01  ,1.847249045677e-08  
  3.863669770540e+01  ,1.849433633981e-08  
  3.872576449216e+01  ,1.851620671931e-08  
  3.881503659906e+01  ,1.853810162434e-08  
  3.890451449942e+01  ,1.856002108396e-08  
  3.899419866765e+01  ,1.858196512730e-08  
  3.908408957924e+01  ,1.860393378350e-08  
  3.917418771078e+01  ,1.862592708175e-08  
  3.926449353996e+01  ,1.864794505124e-08  
  3.935500754557e+01  ,1.866998772124e-08  
  3.944573020752e+01  ,1.869205512101e-08  
  3.953666200681e+01  ,1.871414727986e-08  
  3.962780342554e+01  ,1.873626422713e-08  
  3.971915494694e+01  ,1.875840599221e-08  
  3.981071705535e+01  ,1.878057260450e-08  
  3.990249023621e+01  ,1.880276409343e-08  
  3.999447497611e+01  ,1.882498048848e-08  
  4.008667176273e+01  ,1.884722181915e-08  
  4.017908108489e+01  ,1.886948811499e-08  
  4.027170343254e+01  ,1.889177940557e-08  
  4.036453929676e+01  ,1.891409572048e-08  
  4.045758916974e+01  ,1.893643708937e-08  
  4.055085354483e+01  ,1.895880354190e-08  
  4.064433291652e+01  ,1.898119510779e-08  
  4.073802778041e+01  ,1.900361181676e-08  
  4.083193863327e+01  ,1.902605369858e-08  
  4.092606597300e+01  ,1.904852078306e-08  
  4.102041029866e+01  ,1.907101310004e-08  
  4.111497211045e+01  ,1.909353067938e-08  
  4.120975190973e+01  ,1.911607355098e-08  
  4.130475019901e+01  ,1.913864174478e-08  
  4.139996748197e+01  ,1.916123529075e-08  
  4.149540426343e+01  ,1.918385421889e-08  
  4.159106104940e+01  ,1.920649855924e-08  
  4.168693834703e+01  ,1.922916834187e-08  
  4.178303666466e+01  ,1.925186359687e-08  
  4.187935651179e+01  ,1.927458435439e-08  
  4.197589839910e+01  ,1.929733064460e-08  
  4.207266283844e+01  ,1.932010249769e-08  
  4.216965034285e+01  ,1.934289994392e-08  
