  Frequency            , sqrt(ntot(onoise))   
  1.905460717963e+00  ,3.014622915313e-09  
  1.909853258566e+00  ,3.014622915313e-09  
  1.914255925021e+00  ,3.014622915313e-09  
  1.918668740670e+00  ,3.014622915313e-09  
  1.923091728910e+00  ,3.014622915313e-09  
  1.927524913191e+00  ,3.014622915313e-09  
  1.931968317017e+00  ,3.014622915313e-09  
  1.936421963947e+00  ,3.014622915313e-09  
  1.940885877593e+00  ,3.014622915313e-09  
  1.945360081623e+00  ,3.014622915313e-09  
  1.949844599758e+00  ,3.014622915313e-09  
  1.954339455775e+00  ,3.014622915313e-09  
  1.958844673506e+00  ,3.014622915313e-09  
  1.963360276836e+00  ,3.014622915313e-09  
  1.967886289707e+00  ,3.014622915313e-09  
  1.972422736115e+00  ,3.014622915313e-09  
  1.976969640112e+00  ,3.014622915313e-09  
  1.981527025805e+00  ,3.014622915313e-09  
  1.986094917357e+00  ,3.014622915313e-09  
  1.990673338987e+00  ,3.014622915313e-09  
  1.995262314969e+00  ,3.014622915313e-09  
  1.999861869633e+00  ,3.014622915313e-09  
  2.004472027365e+00  ,3.014622915313e-09  
  2.009092812609e+00  ,3.014622915313e-09  
  2.013724249862e+00  ,3.014622915313e-09  
  2.018366363682e+00  ,3.014622915313e-09  
  2.023019178678e+00  ,3.014622915313e-09  
  2.027682719521e+00  ,3.014622915313e-09  
  2.032357010936e+00  ,3.014622915313e-09  
  2.037042077706e+00  ,3.014622915313e-09  
  2.041737944669e+00  ,3.014622915313e-09  
  2.046444636725e+00  ,3.014622915313e-09  
  2.051162178826e+00  ,3.014622915313e-09  
  2.055890595984e+00  ,3.014622915313e-09  
  2.060629913270e+00  ,3.014622915313e-09  
  2.065380155810e+00  ,3.014622915313e-09  
  2.070141348791e+00  ,3.014622915313e-09  
  2.074913517455e+00  ,3.014622915313e-09  
  2.079696687104e+00  ,3.014622915313e-09  
  2.084490883097e+00  ,3.014622915313e-09  
  2.089296130854e+00  ,3.014622915313e-09  
  2.094112455851e+00  ,3.014622915313e-09  
  2.098939883623e+00  ,3.014622915313e-09  
  2.103778439766e+00  ,3.014622915313e-09  
  2.108628149933e+00  ,3.014622915313e-09  
  2.113489039837e+00  ,3.014622915313e-09  
  2.118361135248e+00  ,3.014622915313e-09  
  2.123244462000e+00  ,3.014622915313e-09  
  2.128139045983e+00  ,3.014622915313e-09  
  2.133044913147e+00  ,3.014622915313e-09  
  2.137962089502e+00  ,3.014622915313e-09  
  2.142890601120e+00  ,3.014622915313e-09  
  2.147830474130e+00  ,3.014622915313e-09  
  2.152781734724e+00  ,3.014622915313e-09  
  2.157744409153e+00  ,3.014622915313e-09  
  2.162718523727e+00  ,3.014622915313e-09  
  2.167704104820e+00  ,3.014622915313e-09  
  2.172701178864e+00  ,3.014622915313e-09  
  2.177709772353e+00  ,3.014622915313e-09  
  2.182729911843e+00  ,3.014622915313e-09  
  2.187761623950e+00  ,3.014622915313e-09  
  2.192804935350e+00  ,3.014622915313e-09  
  2.197859872785e+00  ,3.014622915313e-09  
  2.202926463053e+00  ,3.014622915313e-09  
  2.208004733019e+00  ,3.014622915313e-09  
  2.213094709606e+00  ,3.014622915313e-09  
  2.218196419800e+00  ,3.014622915313e-09  
  2.223309890651e+00  ,3.014622915313e-09  
  2.228435149270e+00  ,3.014622915313e-09  
  2.233572222830e+00  ,3.014622915313e-09  
  2.238721138568e+00  ,3.014622915313e-09  
  2.243881923783e+00  ,3.014622915313e-09  
  2.249054605836e+00  ,3.014622915313e-09  
  2.254239212152e+00  ,3.014622915313e-09  
  2.259435770221e+00  ,3.014622915313e-09  
  2.264644307593e+00  ,3.014622915313e-09  
  2.269864851884e+00  ,3.014622915313e-09  
  2.275097430772e+00  ,3.014622915313e-09  
  2.280342072000e+00  ,3.014622915313e-09  
  2.285598803375e+00  ,3.014622915313e-09  
  2.290867652768e+00  ,3.014622915313e-09  
  2.296148648112e+00  ,3.014622915313e-09  
  2.301441817408e+00  ,3.014622915313e-09  
  2.306747188720e+00  ,3.014622915313e-09  
  2.312064790176e+00  ,3.014622915313e-09  
  2.317394649968e+00  ,3.014622915313e-09  
  2.322736796357e+00  ,3.014622915313e-09  
  2.328091257665e+00  ,3.014622915313e-09  
  2.333458062281e+00  ,3.014622915313e-09  
  2.338837238659e+00  ,3.014622915313e-09  
  2.344228815320e+00  ,3.014622915313e-09  
  2.349632820848e+00  ,3.014622915313e-09  
  2.355049283896e+00  ,3.014622915313e-09  
  2.360478233181e+00  ,3.014622915313e-09  
  2.365919697486e+00  ,3.014622915313e-09  
  2.371373705662e+00  ,3.014622915313e-09  
  2.376840286625e+00  ,3.014622915313e-09  
  2.382319469359e+00  ,3.014622915313e-09  
  2.387811282913e+00  ,3.014622915313e-09  
  2.393315756405e+00  ,3.014622915313e-09  
  2.398832919019e+00  ,3.014622915313e-09  
  2.404362800007e+00  ,3.014622915313e-09  
  2.409905428687e+00  ,3.014622915313e-09  
  2.415460834445e+00  ,3.014622915313e-09  
  2.421029046736e+00  ,3.014622915313e-09  
  2.426610095082e+00  ,3.014622915313e-09  
  2.432204009074e+00  ,3.014622915313e-09  
  2.437810818369e+00  ,3.014622915313e-09  
  2.443430552694e+00  ,3.014622915313e-09  
  2.449063241845e+00  ,3.014622915313e-09  
  2.454708915685e+00  ,3.014622915313e-09  
  2.460367604148e+00  ,3.014622915313e-09  
  2.466039337234e+00  ,3.014622915313e-09  
  2.471724145016e+00  ,3.014622915313e-09  
  2.477422057633e+00  ,3.014622915313e-09  
  2.483133105296e+00  ,3.014622915313e-09  
  2.488857318282e+00  ,3.014622915313e-09  
  2.494594726943e+00  ,3.014622915313e-09  
  2.500345361696e+00  ,3.014622915313e-09  
  2.506109253032e+00  ,3.014622915313e-09  
  2.511886431510e+00  ,3.014622915313e-09  
  2.517676927759e+00  ,3.014622915313e-09  
  2.523480772481e+00  ,3.014622915313e-09  
  2.529297996446e+00  ,3.014622915313e-09  
  2.535128630498e+00  ,3.014622915313e-09  
  2.540972705549e+00  ,3.014622915313e-09  
  2.546830252585e+00  ,3.014622915313e-09  
  2.552701302661e+00  ,3.014622915313e-09  
  2.558585886906e+00  ,3.014622915313e-09  
  2.564484036518e+00  ,3.014622915313e-09  
  2.570395782769e+00  ,3.014622915313e-09  
  2.576321157003e+00  ,3.014622915313e-09  
  2.582260190635e+00  ,3.014622915313e-09  
  2.588212915153e+00  ,3.014622915313e-09  
  2.594179362119e+00  ,3.014622915313e-09  
  2.600159563165e+00  ,3.014622915313e-09  
  2.606153549999e+00  ,3.014622915313e-09  
  2.612161354399e+00  ,3.014622915313e-09  
  2.618183008219e+00  ,3.014622915313e-09  
  2.624218543384e+00  ,3.014622915313e-09  
  2.630267991895e+00  ,3.014622915313e-09  
  2.636331385825e+00  ,3.014622915313e-09  
  2.642408757322e+00  ,3.014622915313e-09  
  2.648500138607e+00  ,3.014622915313e-09  
  2.654605561975e+00  ,3.014622915313e-09  
  2.660725059799e+00  ,3.014622915313e-09  
  2.666858664521e+00  ,3.014622915313e-09  
  2.673006408663e+00  ,3.014622915313e-09  
  2.679168324819e+00  ,3.014622915313e-09  
  2.685344445658e+00  ,3.014622915313e-09  
  2.691534803927e+00  ,3.014622915313e-09  
  2.697739432445e+00  ,3.014622915313e-09  
  2.703958364109e+00  ,3.014622915313e-09  
  2.710191631891e+00  ,3.014622915313e-09  
  2.716439268839e+00  ,3.014622915313e-09  
  2.722701308078e+00  ,3.014622915313e-09  
  2.728977782808e+00  ,3.014622915313e-09  
  2.735268726307e+00  ,3.014622915313e-09  
  2.741574171928e+00  ,3.014622915313e-09  
  2.747894153102e+00  ,3.014622915313e-09  
  2.754228703338e+00  ,3.014622915313e-09  
  2.760577856220e+00  ,3.014622915313e-09  
  2.766941645411e+00  ,3.014622915313e-09  
  2.773320104652e+00  ,3.014622915313e-09  
  2.779713267759e+00  ,3.014622915313e-09  
  2.786121168630e+00  ,3.014622915313e-09  
  2.792543841237e+00  ,3.014622915313e-09  
  2.798981319634e+00  ,3.014622915313e-09  
  2.805433637952e+00  ,3.014622915313e-09  
  2.811900830399e+00  ,3.014622915313e-09  
  2.818382931264e+00  ,3.014622915313e-09  
  2.824879974916e+00  ,3.014622915313e-09  
  2.831391995799e+00  ,3.014622915313e-09  
  2.837919028441e+00  ,3.014622915313e-09  
  2.844461107448e+00  ,3.014622915313e-09  
  2.851018267504e+00  ,3.014622915313e-09  
  2.857590543375e+00  ,3.014622915313e-09  
  2.864177969907e+00  ,3.014622915313e-09  
  2.870780582025e+00  ,3.014622915313e-09  
  2.877398414736e+00  ,3.014622915313e-09  
  2.884031503127e+00  ,3.014622915313e-09  
  2.890679882365e+00  ,3.014622915313e-09  
  2.897343587701e+00  ,3.014622915313e-09  
  2.904022654464e+00  ,3.014622915313e-09  
  2.910717118067e+00  ,3.014622915313e-09  
  2.917427014001e+00  ,3.014622915313e-09  
  2.924152377843e+00  ,3.014622915313e-09  
  2.930893245250e+00  ,3.014622915313e-09  
  2.937649651961e+00  ,3.014622915313e-09  
  2.944421633799e+00  ,3.014622915313e-09  
  2.951209226666e+00  ,3.014622915313e-09  
  2.958012466551e+00  ,3.014622915313e-09  
  2.964831389524e+00  ,3.014622915313e-09  
  2.971666031738e+00  ,3.014622915313e-09  
  2.978516429429e+00  ,3.014622915313e-09  
  2.985382618918e+00  ,3.014622915313e-09  
  2.992264636608e+00  ,3.014622915313e-09  
  2.999162518988e+00  ,3.014622915313e-09  
  3.006076302628e+00  ,3.014622915313e-09  
  3.013006024186e+00  ,3.014622915313e-09  
  3.019951720402e+00  ,3.014622915313e-09  
  3.026913428101e+00  ,3.014622915313e-09  
  3.033891184194e+00  ,3.014622915313e-09  
  3.040885025676e+00  ,3.014622915313e-09  
  3.047894989628e+00  ,3.014622915313e-09  
  3.054921113215e+00  ,3.014622915313e-09  
  3.061963433691e+00  ,3.014622915313e-09  
  3.069021988391e+00  ,3.014622915313e-09  
  3.076096814741e+00  ,3.014622915313e-09  
  3.083187950249e+00  ,3.014622915313e-09  
  3.090295432514e+00  ,3.014622915313e-09  
  3.097419299217e+00  ,3.014622915313e-09  
  3.104559588128e+00  ,3.014622915313e-09  
  3.111716337106e+00  ,3.014622915313e-09  
  3.118889584094e+00  ,3.014622915313e-09  
  3.126079367124e+00  ,3.014622915313e-09  
  3.133285724316e+00  ,3.014622915313e-09  
  3.140508693876e+00  ,3.014622915313e-09  
  3.147748314101e+00  ,3.014622915313e-09  
  3.155004623375e+00  ,3.014622915313e-09  
  3.162277660168e+00  ,3.014622915313e-09  
  3.169567463043e+00  ,3.014622915313e-09  
  3.176874070650e+00  ,3.014622915313e-09  
  3.184197521726e+00  ,3.014622915313e-09  
  3.191537855101e+00  ,3.014622915313e-09  
  3.198895109691e+00  ,3.014622915313e-09  
  3.206269324505e+00  ,3.014622915313e-09  
  3.213660538640e+00  ,3.014622915313e-09  
  3.221068791283e+00  ,3.014622915313e-09  
  3.228494121713e+00  ,3.014622915313e-09  
  3.235936569296e+00  ,3.014622915313e-09  
  3.243396173493e+00  ,3.014622915313e-09  
  3.250872973854e+00  ,3.014622915313e-09  
  3.258367010020e+00  ,3.014622915313e-09  
  3.265878321723e+00  ,3.014622915313e-09  
  3.273406948788e+00  ,3.014622915313e-09  
  3.280952931131e+00  ,3.014622915313e-09  
  3.288516308760e+00  ,3.014622915313e-09  
  3.296097121774e+00  ,3.014622915313e-09  
  3.303695410368e+00  ,3.014622915313e-09  
  3.311311214826e+00  ,3.014622915313e-09  
  3.318944575526e+00  ,3.014622915313e-09  
  3.326595532940e+00  ,3.014622915313e-09  
  3.334264127632e+00  ,3.014622915313e-09  
  3.341950400261e+00  ,3.014622915313e-09  
  3.349654391578e+00  ,3.014622915313e-09  
  3.357376142429e+00  ,3.014622915313e-09  
  3.365115693755e+00  ,3.014622915313e-09  
  3.372873086589e+00  ,3.014622915313e-09  
  3.380648362060e+00  ,3.014622915313e-09  
  3.388441561392e+00  ,3.014622915313e-09  
  3.396252725904e+00  ,3.014622915313e-09  
  3.404081897010e+00  ,3.014622915313e-09  
  3.411929116219e+00  ,3.014622915313e-09  
  3.419794425137e+00  ,3.014622915313e-09  
  3.427677865464e+00  ,3.014622915313e-09  
  3.435579478999e+00  ,3.014622915313e-09  
  3.443499307633e+00  ,3.014622915313e-09  
  3.451437393358e+00  ,3.014622915313e-09  
  3.459393778261e+00  ,3.014622915313e-09  
  3.467368504525e+00  ,3.014622915313e-09  
  3.475361614432e+00  ,3.014622915313e-09  
  3.483373150360e+00  ,3.014622915313e-09  
  3.491403154786e+00  ,3.014622915313e-09  
  3.499451670283e+00  ,3.014622915313e-09  
  3.507518739526e+00  ,3.014622915313e-09  
  3.515604405283e+00  ,3.014622915313e-09  
  3.523708710425e+00  ,3.014622915313e-09  
  3.531831697919e+00  ,3.014622915313e-09  
  3.539973410834e+00  ,3.014622915313e-09  
  3.548133892336e+00  ,3.014622915313e-09  
  3.556313185690e+00  ,3.014622915313e-09  
  3.564511334262e+00  ,3.014622915313e-09  
  3.572728381519e+00  ,3.014622915313e-09  
  3.580964371026e+00  ,3.014622915313e-09  
  3.589219346450e+00  ,3.014622915313e-09  
  3.597493351557e+00  ,3.014622915313e-09  
  3.605786430216e+00  ,3.014622915313e-09  
  3.614098626396e+00  ,3.014622915313e-09  
  3.622429984167e+00  ,3.014622915313e-09  
  3.630780547701e+00  ,3.014622915313e-09  
  3.639150361272e+00  ,3.014622915313e-09  
  3.647539469256e+00  ,3.014622915313e-09  
  3.655947916131e+00  ,3.014622915313e-09  
  3.664375746478e+00  ,3.014622915313e-09  
  3.672823004981e+00  ,3.014622915313e-09  
  3.681289736425e+00  ,3.014622915313e-09  
  3.689775985701e+00  ,3.014622915313e-09  
  3.698281797803e+00  ,3.014622915313e-09  
  3.706807217826e+00  ,3.014622915313e-09  
  3.715352290972e+00  ,3.014622915313e-09  
  3.723917062546e+00  ,3.014622915313e-09  
  3.732501577957e+00  ,3.014622915313e-09  
  3.741105882720e+00  ,3.014622915313e-09  
  3.749730022455e+00  ,3.014622915313e-09  
  3.758374042884e+00  ,3.014622915313e-09  
  3.767037989839e+00  ,3.014622915313e-09  
  3.775721909254e+00  ,3.014622915313e-09  
  3.784425847171e+00  ,3.014622915313e-09  
